0.0879
35 3501
587 233 220
1
1 113 1  69 1  80 1 48
(0,0,0) ; (80,113,69)
(80,0,0) ; (160,113,69)
(160,0,0) ; (240,113,69)
(0,113,0) ; (80,226,69)
(80,113,0) ; (160,226,69)
(160,113,0) ; (240,226,69)
(240,0,0) ; (320,113,69)
(320,0,0) ; (400,113,69)
(400,0,0) ; (480,113,69)
(480,0,0) ; (560,113,69)
(240,113,0) ; (320,226,69)
(320,113,0) ; (400,226,69)
(400,113,0) ; (480,226,69)
(480,113,0) ; (560,226,69)
(0,0,69) ; (80,113,138)
(80,0,69) ; (160,113,138)
(160,0,69) ; (240,113,138)
(0,113,69) ; (80,226,138)
(80,113,69) ; (160,226,138)
(160,113,69) ; (240,226,138)
(240,0,69) ; (320,113,138)
(320,0,69) ; (400,113,138)
(400,0,69) ; (480,113,138)
(480,0,69) ; (560,113,138)
(240,113,69) ; (320,226,138)
(320,113,69) ; (400,226,138)
(400,113,69) ; (480,226,138)
(480,113,69) ; (560,226,138)
(0,0,138) ; (69,113,218)
(69,0,138) ; (138,113,218)
(138,0,138) ; (207,113,218)
(207,0,138) ; (276,113,218)
(276,0,138) ; (345,113,218)
(345,0,138) ; (414,113,218)
(414,0,138) ; (483,113,218)
(483,0,138) ; (552,113,218)
(0,113,138) ; (69,226,218)
(69,113,138) ; (138,226,218)
(138,113,138) ; (207,226,218)
(207,113,138) ; (276,226,218)
(276,113,138) ; (345,226,218)
(345,113,138) ; (414,226,218)
(414,113,138) ; (483,226,218)
(483,113,138) ; (552,226,218)
