0.1005
59 5901
587 233 220
1
1 102 1  63 1  78 1 60
(0,0,0) ; (63,102,78)
(63,0,0) ; (126,102,78)
(126,0,0) ; (189,102,78)
(189,0,0) ; (252,102,78)
(252,0,0) ; (315,102,78)
(315,0,0) ; (378,102,78)
(378,0,0) ; (441,102,78)
(441,0,0) ; (504,102,78)
(504,0,0) ; (567,102,78)
(0,0,78) ; (63,102,156)
(63,0,78) ; (126,102,156)
(126,0,78) ; (189,102,156)
(189,0,78) ; (252,102,156)
(252,0,78) ; (315,102,156)
(315,0,78) ; (378,102,156)
(378,0,78) ; (441,102,156)
(441,0,78) ; (504,102,156)
(504,0,78) ; (567,102,156)
(0,0,156) ; (78,102,219)
(78,0,156) ; (156,102,219)
(156,0,156) ; (234,102,219)
(234,0,156) ; (312,102,219)
(312,0,156) ; (390,102,219)
(390,0,156) ; (468,102,219)
(468,0,156) ; (546,102,219)
(0,107,0) ; (78,170,102)
(78,107,0) ; (156,170,102)
(156,107,0) ; (234,170,102)
(234,107,0) ; (312,170,102)
(312,107,0) ; (390,170,102)
(390,107,0) ; (468,170,102)
(0,170,0) ; (78,233,102)
(78,170,0) ; (156,233,102)
(156,170,0) ; (234,233,102)
(234,170,0) ; (312,233,102)
(312,170,0) ; (390,233,102)
(390,170,0) ; (468,233,102)
(0,107,102) ; (78,170,204)
(78,107,102) ; (156,170,204)
(156,107,102) ; (234,170,204)
(234,107,102) ; (312,170,204)
(312,107,102) ; (390,170,204)
(390,107,102) ; (468,170,204)
(0,170,102) ; (78,233,204)
(78,170,102) ; (156,233,204)
(156,170,102) ; (234,233,204)
(234,170,102) ; (312,233,204)
(312,170,102) ; (390,233,204)
(390,170,102) ; (468,233,204)
(485,107,0) ; (587,170,78)
(485,170,0) ; (587,233,78)
(485,107,78) ; (587,170,156)
(485,170,78) ; (587,233,156)
(485,155,156) ; (587,233,219)
