0.3114
37 3701
587 233 220
1
1 112 0  100 0  37 1 72
(0,0,0) ; (100,112,37)
(100,0,0) ; (200,112,37)
(200,0,0) ; (300,112,37)
(300,0,0) ; (400,112,37)
(400,0,0) ; (500,112,37)
(0,112,0) ; (100,224,37)
(100,112,0) ; (200,224,37)
(200,112,0) ; (300,224,37)
(300,112,0) ; (400,224,37)
(400,112,0) ; (500,224,37)
(0,0,37) ; (100,112,74)
(100,0,37) ; (200,112,74)
(200,0,37) ; (300,112,74)
(300,0,37) ; (400,112,74)
(400,0,37) ; (500,112,74)
(0,112,37) ; (100,224,74)
(100,112,37) ; (200,224,74)
(200,112,37) ; (300,224,74)
(300,112,37) ; (400,224,74)
(400,112,37) ; (500,224,74)
(0,0,74) ; (100,112,111)
(100,0,74) ; (200,112,111)
(200,0,74) ; (300,112,111)
(300,0,74) ; (400,112,111)
(400,0,74) ; (500,112,111)
(0,112,74) ; (100,224,111)
(100,112,74) ; (200,224,111)
(200,112,74) ; (300,224,111)
(300,112,74) ; (400,224,111)
(400,112,74) ; (500,224,111)
(0,0,111) ; (100,112,148)
(100,0,111) ; (200,112,148)
(200,0,111) ; (300,112,148)
(300,0,111) ; (400,112,148)
(400,0,111) ; (500,112,148)
(0,112,111) ; (100,224,148)
(100,112,111) ; (200,224,148)
(200,112,111) ; (300,224,148)
(300,112,111) ; (400,224,148)
(400,112,111) ; (500,224,148)
(0,0,148) ; (100,112,185)
(100,0,148) ; (200,112,185)
(200,0,148) ; (300,112,185)
(300,0,148) ; (400,112,185)
(400,0,148) ; (500,112,185)
(0,112,148) ; (100,224,185)
(100,112,148) ; (200,224,185)
(200,112,148) ; (300,224,185)
(300,112,148) ; (400,224,185)
(400,112,148) ; (500,224,185)
