0.23
69 6901
587 233 220
1
1 59 1  61 1  58 1 144
(0,0,0) ; (59,58,61)
(59,0,0) ; (118,58,61)
(118,0,0) ; (177,58,61)
(0,58,0) ; (59,116,61)
(59,58,0) ; (118,116,61)
(118,58,0) ; (177,116,61)
(177,0,0) ; (236,58,61)
(236,0,0) ; (295,58,61)
(295,0,0) ; (354,58,61)
(354,0,0) ; (413,58,61)
(177,58,0) ; (236,116,61)
(236,58,0) ; (295,116,61)
(295,58,0) ; (354,116,61)
(354,58,0) ; (413,116,61)
(0,116,0) ; (59,174,61)
(59,116,0) ; (118,174,61)
(118,116,0) ; (177,174,61)
(177,116,0) ; (236,174,61)
(236,116,0) ; (295,174,61)
(295,116,0) ; (354,174,61)
(354,116,0) ; (413,174,61)
(0,174,0) ; (58,233,61)
(58,174,0) ; (116,233,61)
(116,174,0) ; (174,233,61)
(174,174,0) ; (232,233,61)
(232,174,0) ; (290,233,61)
(290,174,0) ; (348,233,61)
(348,174,0) ; (406,233,61)
(0,0,61) ; (59,58,122)
(59,0,61) ; (118,58,122)
(118,0,61) ; (177,58,122)
(0,58,61) ; (59,116,122)
(59,58,61) ; (118,116,122)
(118,58,61) ; (177,116,122)
(177,0,61) ; (236,58,122)
(236,0,61) ; (295,58,122)
(295,0,61) ; (354,58,122)
(354,0,61) ; (413,58,122)
(177,58,61) ; (236,116,122)
(236,58,61) ; (295,116,122)
(295,58,61) ; (354,116,122)
(354,58,61) ; (413,116,122)
(0,116,61) ; (59,174,122)
(59,116,61) ; (118,174,122)
(118,116,61) ; (177,174,122)
(177,116,61) ; (236,174,122)
(236,116,61) ; (295,174,122)
(295,116,61) ; (354,174,122)
(354,116,61) ; (413,174,122)
(0,174,61) ; (58,233,122)
(58,174,61) ; (116,233,122)
(116,174,61) ; (174,233,122)
(174,174,61) ; (232,233,122)
(232,174,61) ; (290,233,122)
(290,174,61) ; (348,233,122)
(348,174,61) ; (406,233,122)
(0,0,122) ; (59,58,183)
(59,0,122) ; (118,58,183)
(118,0,122) ; (177,58,183)
(0,58,122) ; (59,116,183)
(59,58,122) ; (118,116,183)
(118,58,122) ; (177,116,183)
(177,0,122) ; (236,58,183)
(236,0,122) ; (295,58,183)
(295,0,122) ; (354,58,183)
(354,0,122) ; (413,58,183)
(177,58,122) ; (236,116,183)
(236,58,122) ; (295,116,183)
(295,58,122) ; (354,116,183)
(354,58,122) ; (413,116,183)
(0,116,122) ; (59,174,183)
(59,116,122) ; (118,174,183)
(118,116,122) ; (177,174,183)
(177,116,122) ; (236,174,183)
(236,116,122) ; (295,174,183)
(295,116,122) ; (354,174,183)
(354,116,122) ; (413,174,183)
(0,174,122) ; (58,233,183)
(58,174,122) ; (116,233,183)
(116,174,122) ; (174,233,183)
(174,174,122) ; (232,233,183)
(232,174,122) ; (290,233,183)
(290,174,122) ; (348,233,183)
(348,174,122) ; (406,233,183)
(413,0,0) ; (471,61,59)
(471,0,0) ; (529,61,59)
(529,0,0) ; (587,61,59)
(413,61,0) ; (471,122,59)
(471,61,0) ; (529,122,59)
(529,61,0) ; (587,122,59)
(413,122,0) ; (471,183,59)
(471,122,0) ; (529,183,59)
(529,122,0) ; (587,183,59)
(413,0,59) ; (471,61,118)
(471,0,59) ; (529,61,118)
(529,0,59) ; (587,61,118)
(413,61,59) ; (471,122,118)
(471,61,59) ; (529,122,118)
(529,61,59) ; (587,122,118)
(413,122,59) ; (471,183,118)
(471,122,59) ; (529,183,118)
(529,122,59) ; (587,183,118)
(413,0,118) ; (471,59,179)
(471,0,118) ; (529,59,179)
(529,0,118) ; (587,59,179)
(413,59,118) ; (471,118,179)
(471,59,118) ; (529,118,179)
(529,59,118) ; (587,118,179)
(413,118,118) ; (471,177,179)
(471,118,118) ; (529,177,179)
(529,118,118) ; (587,177,179)
