0.1978
68 6801
587 233 220
1
1 116 0  85 0  34 1 89
(0,0,0) ; (85,116,34)
(85,0,0) ; (170,116,34)
(170,0,0) ; (255,116,34)
(255,0,0) ; (340,116,34)
(340,0,0) ; (425,116,34)
(425,0,0) ; (510,116,34)
(0,116,0) ; (85,232,34)
(85,116,0) ; (170,232,34)
(170,116,0) ; (255,232,34)
(255,116,0) ; (340,232,34)
(340,116,0) ; (425,232,34)
(425,116,0) ; (510,232,34)
(0,0,34) ; (85,116,68)
(85,0,34) ; (170,116,68)
(170,0,34) ; (255,116,68)
(255,0,34) ; (340,116,68)
(340,0,34) ; (425,116,68)
(425,0,34) ; (510,116,68)
(0,116,34) ; (85,232,68)
(85,116,34) ; (170,232,68)
(170,116,34) ; (255,232,68)
(255,116,34) ; (340,232,68)
(340,116,34) ; (425,232,68)
(425,116,34) ; (510,232,68)
(0,0,68) ; (85,116,102)
(85,0,68) ; (170,116,102)
(170,0,68) ; (255,116,102)
(255,0,68) ; (340,116,102)
(340,0,68) ; (425,116,102)
(425,0,68) ; (510,116,102)
(0,116,68) ; (85,232,102)
(85,116,68) ; (170,232,102)
(170,116,68) ; (255,232,102)
(255,116,68) ; (340,232,102)
(340,116,68) ; (425,232,102)
(425,116,68) ; (510,232,102)
(0,0,102) ; (85,116,136)
(85,0,102) ; (170,116,136)
(170,0,102) ; (255,116,136)
(255,0,102) ; (340,116,136)
(340,0,102) ; (425,116,136)
(425,0,102) ; (510,116,136)
(0,116,102) ; (85,232,136)
(85,116,102) ; (170,232,136)
(170,116,102) ; (255,232,136)
(255,116,102) ; (340,232,136)
(340,116,102) ; (425,232,136)
(425,116,102) ; (510,232,136)
(0,0,136) ; (85,116,170)
(85,0,136) ; (170,116,170)
(170,0,136) ; (255,116,170)
(255,0,136) ; (340,116,170)
(340,0,136) ; (425,116,170)
(425,0,136) ; (510,116,170)
(0,116,136) ; (85,232,170)
(85,116,136) ; (170,232,170)
(170,116,136) ; (255,232,170)
(255,116,136) ; (340,232,170)
(340,116,136) ; (425,232,170)
(425,116,136) ; (510,232,170)
(0,0,170) ; (85,116,204)
(85,0,170) ; (170,116,204)
(170,0,170) ; (255,116,204)
(255,0,170) ; (340,116,204)
(340,0,170) ; (425,116,204)
(425,0,170) ; (510,116,204)
(0,116,170) ; (85,232,204)
(85,116,170) ; (170,232,204)
(170,116,170) ; (255,232,204)
(255,116,170) ; (340,232,204)
(340,116,170) ; (425,232,204)
(425,116,170) ; (510,232,204)
