0.079
62 6201
587 233 220
1
1 100 0  44 1  47 1 145
(0,0,0) ; (100,47,44)
(100,0,0) ; (200,47,44)
(200,0,0) ; (300,47,44)
(300,0,0) ; (400,47,44)
(0,47,0) ; (100,94,44)
(100,47,0) ; (200,94,44)
(200,47,0) ; (300,94,44)
(300,47,0) ; (400,94,44)
(0,94,0) ; (100,141,44)
(100,94,0) ; (200,141,44)
(200,94,0) ; (300,141,44)
(300,94,0) ; (400,141,44)
(0,141,0) ; (100,188,44)
(100,141,0) ; (200,188,44)
(200,141,0) ; (300,188,44)
(300,141,0) ; (400,188,44)
(0,0,44) ; (100,47,88)
(100,0,44) ; (200,47,88)
(200,0,44) ; (300,47,88)
(300,0,44) ; (400,47,88)
(0,47,44) ; (100,94,88)
(100,47,44) ; (200,94,88)
(200,47,44) ; (300,94,88)
(300,47,44) ; (400,94,88)
(0,94,44) ; (100,141,88)
(100,94,44) ; (200,141,88)
(200,94,44) ; (300,141,88)
(300,94,44) ; (400,141,88)
(0,141,44) ; (100,188,88)
(100,141,44) ; (200,188,88)
(200,141,44) ; (300,188,88)
(300,141,44) ; (400,188,88)
(0,0,88) ; (100,47,132)
(100,0,88) ; (200,47,132)
(200,0,88) ; (300,47,132)
(300,0,88) ; (400,47,132)
(0,47,88) ; (100,94,132)
(100,47,88) ; (200,94,132)
(200,47,88) ; (300,94,132)
(300,47,88) ; (400,94,132)
(0,94,88) ; (100,141,132)
(100,94,88) ; (200,141,132)
(200,94,88) ; (300,141,132)
(300,94,88) ; (400,141,132)
(0,141,88) ; (100,188,132)
(100,141,88) ; (200,188,132)
(200,141,88) ; (300,188,132)
(300,141,88) ; (400,188,132)
(0,0,132) ; (100,47,176)
(100,0,132) ; (200,47,176)
(200,0,132) ; (300,47,176)
(300,0,132) ; (400,47,176)
(0,47,132) ; (100,94,176)
(100,47,132) ; (200,94,176)
(200,47,132) ; (300,94,176)
(300,47,132) ; (400,94,176)
(0,94,132) ; (100,141,176)
(100,94,132) ; (200,141,176)
(200,94,132) ; (300,141,176)
(300,94,132) ; (400,141,176)
(0,141,132) ; (100,188,176)
(100,141,132) ; (200,188,176)
(200,141,132) ; (300,188,176)
(300,141,132) ; (400,188,176)
(0,0,176) ; (100,47,220)
(100,0,176) ; (200,47,220)
(200,0,176) ; (300,47,220)
(300,0,176) ; (400,47,220)
(0,47,176) ; (100,94,220)
(100,47,176) ; (200,94,220)
(200,47,176) ; (300,94,220)
(300,47,176) ; (400,94,220)
(0,94,176) ; (100,141,220)
(100,94,176) ; (200,141,220)
(200,94,176) ; (300,141,220)
(300,94,176) ; (400,141,220)
(0,141,176) ; (100,188,220)
(100,141,176) ; (200,188,220)
(200,141,176) ; (300,188,220)
(300,141,176) ; (400,188,220)
(446,0,0) ; (493,100,44)
(493,0,0) ; (540,100,44)
(540,0,0) ; (587,100,44)
(446,100,0) ; (493,200,44)
(493,100,0) ; (540,200,44)
(540,100,0) ; (587,200,44)
(446,0,44) ; (493,100,88)
(493,0,44) ; (540,100,88)
(540,0,44) ; (587,100,88)
(446,100,44) ; (493,200,88)
(493,100,44) ; (540,200,88)
(540,100,44) ; (587,200,88)
(446,0,88) ; (493,100,132)
(493,0,88) ; (540,100,132)
(540,0,88) ; (587,100,132)
(446,100,88) ; (493,200,132)
(493,100,88) ; (540,200,132)
(540,100,88) ; (587,200,132)
(446,0,132) ; (493,100,176)
(493,0,132) ; (540,100,176)
(540,0,132) ; (587,100,176)
(446,100,132) ; (493,200,176)
(493,100,132) ; (540,200,176)
(540,100,132) ; (587,200,176)
(446,0,176) ; (493,100,220)
(493,0,176) ; (540,100,220)
(540,0,176) ; (587,100,220)
(446,100,176) ; (493,200,220)
(493,100,176) ; (540,200,220)
(540,100,176) ; (587,200,220)
(0,189,0) ; (100,233,47)
(100,189,0) ; (200,233,47)
(200,189,0) ; (300,233,47)
(300,189,0) ; (400,233,47)
(0,189,47) ; (100,233,94)
(100,189,47) ; (200,233,94)
(200,189,47) ; (300,233,94)
(300,189,47) ; (400,233,94)
(0,189,94) ; (100,233,141)
(100,189,94) ; (200,233,141)
(200,189,94) ; (300,233,141)
(300,189,94) ; (400,233,141)
(0,189,141) ; (100,233,188)
(100,189,141) ; (200,233,188)
(200,189,141) ; (300,233,188)
(300,189,141) ; (400,233,188)
(402,0,0) ; (446,100,47)
(402,133,0) ; (446,233,47)
(402,0,47) ; (446,100,94)
(402,133,47) ; (446,233,94)
(402,0,94) ; (446,100,141)
(402,133,94) ; (446,233,141)
(402,0,141) ; (446,100,188)
(402,133,141) ; (446,233,188)
