0.1479
22 2201
587 233 220
1
1 73 0  56 0  28 1 262
(0,0,0) ; (73,56,28)
(73,0,0) ; (146,56,28)
(146,0,0) ; (219,56,28)
(219,0,0) ; (292,56,28)
(292,0,0) ; (365,56,28)
(365,0,0) ; (438,56,28)
(438,0,0) ; (511,56,28)
(511,0,0) ; (584,56,28)
(0,56,0) ; (73,112,28)
(73,56,0) ; (146,112,28)
(146,56,0) ; (219,112,28)
(219,56,0) ; (292,112,28)
(292,56,0) ; (365,112,28)
(365,56,0) ; (438,112,28)
(438,56,0) ; (511,112,28)
(511,56,0) ; (584,112,28)
(0,112,0) ; (73,168,28)
(73,112,0) ; (146,168,28)
(146,112,0) ; (219,168,28)
(219,112,0) ; (292,168,28)
(292,112,0) ; (365,168,28)
(365,112,0) ; (438,168,28)
(438,112,0) ; (511,168,28)
(511,112,0) ; (584,168,28)
(0,168,0) ; (73,224,28)
(73,168,0) ; (146,224,28)
(146,168,0) ; (219,224,28)
(219,168,0) ; (292,224,28)
(292,168,0) ; (365,224,28)
(365,168,0) ; (438,224,28)
(438,168,0) ; (511,224,28)
(511,168,0) ; (584,224,28)
(0,0,28) ; (73,56,56)
(73,0,28) ; (146,56,56)
(146,0,28) ; (219,56,56)
(219,0,28) ; (292,56,56)
(292,0,28) ; (365,56,56)
(365,0,28) ; (438,56,56)
(438,0,28) ; (511,56,56)
(511,0,28) ; (584,56,56)
(0,56,28) ; (73,112,56)
(73,56,28) ; (146,112,56)
(146,56,28) ; (219,112,56)
(219,56,28) ; (292,112,56)
(292,56,28) ; (365,112,56)
(365,56,28) ; (438,112,56)
(438,56,28) ; (511,112,56)
(511,56,28) ; (584,112,56)
(0,112,28) ; (73,168,56)
(73,112,28) ; (146,168,56)
(146,112,28) ; (219,168,56)
(219,112,28) ; (292,168,56)
(292,112,28) ; (365,168,56)
(365,112,28) ; (438,168,56)
(438,112,28) ; (511,168,56)
(511,112,28) ; (584,168,56)
(0,168,28) ; (73,224,56)
(73,168,28) ; (146,224,56)
(146,168,28) ; (219,224,56)
(219,168,28) ; (292,224,56)
(292,168,28) ; (365,224,56)
(365,168,28) ; (438,224,56)
(438,168,28) ; (511,224,56)
(511,168,28) ; (584,224,56)
(0,0,56) ; (73,56,84)
(73,0,56) ; (146,56,84)
(146,0,56) ; (219,56,84)
(219,0,56) ; (292,56,84)
(292,0,56) ; (365,56,84)
(365,0,56) ; (438,56,84)
(438,0,56) ; (511,56,84)
(511,0,56) ; (584,56,84)
(0,56,56) ; (73,112,84)
(73,56,56) ; (146,112,84)
(146,56,56) ; (219,112,84)
(219,56,56) ; (292,112,84)
(292,56,56) ; (365,112,84)
(365,56,56) ; (438,112,84)
(438,56,56) ; (511,112,84)
(511,56,56) ; (584,112,84)
(0,112,56) ; (73,168,84)
(73,112,56) ; (146,168,84)
(146,112,56) ; (219,168,84)
(219,112,56) ; (292,168,84)
(292,112,56) ; (365,168,84)
(365,112,56) ; (438,168,84)
(438,112,56) ; (511,168,84)
(511,112,56) ; (584,168,84)
(0,168,56) ; (73,224,84)
(73,168,56) ; (146,224,84)
(146,168,56) ; (219,224,84)
