0.1521
36 3601
587 233 220
1
1 118 0  39 1  72 1 90
(0,0,0) ; (39,118,72)
(39,0,0) ; (78,118,72)
(78,0,0) ; (117,118,72)
(117,0,0) ; (156,118,72)
(156,0,0) ; (195,118,72)
(195,0,0) ; (234,118,72)
(234,0,0) ; (273,118,72)
(273,0,0) ; (312,118,72)
(312,0,0) ; (351,118,72)
(351,0,0) ; (390,118,72)
(390,0,0) ; (429,118,72)
(429,0,0) ; (468,118,72)
(468,0,0) ; (507,118,72)
(0,118,0) ; (118,157,72)
(118,118,0) ; (236,157,72)
(236,118,0) ; (354,157,72)
(354,118,0) ; (472,157,72)
(0,0,72) ; (39,118,144)
(39,0,72) ; (78,118,144)
(78,0,72) ; (117,118,144)
(117,0,72) ; (156,118,144)
(156,0,72) ; (195,118,144)
(195,0,72) ; (234,118,144)
(234,0,72) ; (273,118,144)
(273,0,72) ; (312,118,144)
(312,0,72) ; (351,118,144)
(351,0,72) ; (390,118,144)
(390,0,72) ; (429,118,144)
(429,0,72) ; (468,118,144)
(468,0,72) ; (507,118,144)
(0,118,72) ; (118,157,144)
(118,118,72) ; (236,157,144)
(236,118,72) ; (354,157,144)
(354,118,72) ; (472,157,144)
(0,0,144) ; (39,118,216)
(39,0,144) ; (78,118,216)
(78,0,144) ; (117,118,216)
(117,0,144) ; (156,118,216)
(156,0,144) ; (195,118,216)
(195,0,144) ; (234,118,216)
(234,0,144) ; (273,118,216)
(273,0,144) ; (312,118,216)
(312,0,144) ; (351,118,216)
(351,0,144) ; (390,118,216)
(390,0,144) ; (429,118,216)
(429,0,144) ; (468,118,216)
(468,0,144) ; (507,118,216)
(0,118,144) ; (118,157,216)
(118,118,144) ; (236,157,216)
(236,118,144) ; (354,157,216)
(354,118,144) ; (472,157,216)
(0,161,0) ; (118,233,39)
(118,161,0) ; (236,233,39)
(236,161,0) ; (354,233,39)
(354,161,0) ; (472,233,39)
(0,161,39) ; (118,233,78)
(118,161,39) ; (236,233,78)
(236,161,39) ; (354,233,78)
(354,161,39) ; (472,233,78)
(0,161,78) ; (118,233,117)
(118,161,78) ; (236,233,117)
(236,161,78) ; (354,233,117)
(354,161,78) ; (472,233,117)
(0,161,117) ; (118,233,156)
(118,161,117) ; (236,233,156)
(236,161,117) ; (354,233,156)
(354,161,117) ; (472,233,156)
(0,161,156) ; (118,233,195)
(118,161,156) ; (236,233,195)
(236,161,156) ; (354,233,195)
(354,161,156) ; (472,233,195)
(509,0,0) ; (548,118,72)
(548,0,0) ; (587,118,72)
(509,0,72) ; (548,118,144)
(548,0,72) ; (587,118,144)
(509,0,144) ; (548,118,216)
(548,0,144) ; (587,118,216)
