0.2117
24 2401
587 233 220
1
1 83 1  81 1  42 1 106
(0,0,0) ; (83,81,42)
(83,0,0) ; (166,81,42)
(166,0,0) ; (249,81,42)
(0,81,0) ; (83,162,42)
(83,81,0) ; (166,162,42)
(166,81,0) ; (249,162,42)
(249,0,0) ; (332,81,42)
(332,0,0) ; (415,81,42)
(249,81,0) ; (332,162,42)
(332,81,0) ; (415,162,42)
(415,0,0) ; (496,83,42)
(496,0,0) ; (577,83,42)
(415,83,0) ; (496,166,42)
(496,83,0) ; (577,166,42)
(0,0,42) ; (83,81,84)
(83,0,42) ; (166,81,84)
(166,0,42) ; (249,81,84)
(0,81,42) ; (83,162,84)
(83,81,42) ; (166,162,84)
(166,81,42) ; (249,162,84)
(249,0,42) ; (332,81,84)
(332,0,42) ; (415,81,84)
(249,81,42) ; (332,162,84)
(332,81,42) ; (415,162,84)
(415,0,42) ; (496,83,84)
(496,0,42) ; (577,83,84)
(415,83,42) ; (496,166,84)
(496,83,42) ; (577,166,84)
(0,0,84) ; (83,81,126)
(83,0,84) ; (166,81,126)
(166,0,84) ; (249,81,126)
(0,81,84) ; (83,162,126)
(83,81,84) ; (166,162,126)
(166,81,84) ; (249,162,126)
(249,0,84) ; (332,81,126)
(332,0,84) ; (415,81,126)
(249,81,84) ; (332,162,126)
(332,81,84) ; (415,162,126)
(415,0,84) ; (496,83,126)
(496,0,84) ; (577,83,126)
(415,83,84) ; (496,166,126)
(496,83,84) ; (577,166,126)
(0,0,126) ; (83,81,168)
(83,0,126) ; (166,81,168)
(166,0,126) ; (249,81,168)
(0,81,126) ; (83,162,168)
(83,81,126) ; (166,162,168)
(166,81,126) ; (249,162,168)
(249,0,126) ; (332,81,168)
(332,0,126) ; (415,81,168)
(249,81,126) ; (332,162,168)
(332,81,126) ; (415,162,168)
(415,0,126) ; (496,83,168)
(496,0,126) ; (577,83,168)
(415,83,126) ; (496,166,168)
(496,83,126) ; (577,166,168)
(0,0,168) ; (83,81,210)
(83,0,168) ; (166,81,210)
(166,0,168) ; (249,81,210)
(0,81,168) ; (83,162,210)
(83,81,168) ; (166,162,210)
(166,81,168) ; (249,162,210)
(249,0,168) ; (332,81,210)
(332,0,168) ; (415,81,210)
(249,81,168) ; (332,162,210)
(332,81,168) ; (415,162,210)
(415,0,168) ; (496,83,210)
(496,0,168) ; (577,83,210)
(415,83,168) ; (496,166,210)
(496,83,168) ; (577,166,210)
(0,191,0) ; (83,233,81)
(83,191,0) ; (166,233,81)
(166,191,0) ; (249,233,81)
(249,191,0) ; (332,233,81)
(332,191,0) ; (415,233,81)
(415,191,0) ; (498,233,81)
(498,191,0) ; (581,233,81)
(0,191,81) ; (81,233,164)
(81,191,81) ; (162,233,164)
(162,191,81) ; (243,233,164)
(243,191,81) ; (324,233,164)
(324,191,81) ; (405,233,164)
(405,191,81) ; (486,233,164)
(486,191,81) ; (567,233,164)
