0.0463
48 4801
587 233 220
5
1 76 1  91 1  74 1 20
2 40 1  91 0  26 1 19
3 68 1  35 1  76 0 18
4 65 1  90 1  56 1 30
5 87 0  34 1  69 0 24
(456,74,216) ; (0,0,0)
(426,91,186) ; (0,142,0)
(130,224,180) ; (457,0,0)
(456,68,161) ; (0,74,0)
(26,91,40) ; (431,142,0)
(26,91,40) ; (431,142,40)
(26,91,40) ; (431,142,80)
(26,91,40) ; (431,142,120)
(26,91,40) ; (431,142,160)
(450,65,56) ; (0,74,161)
(52,182,40) ; (535,0,180)
(91,26,40) ; (496,198,180)
(78,91,40) ; (457,0,180)
(69,87,34) ; (466,111,180)
(414,87,34) ; (0,142,186)
