0.0368
3 301
587 233 220
5
1 45 1  55 1  60 1 33
2 110 0  38 1  64 1 33
3 87 1  52 1  71 1 22
4 98 0  55 0  25 1 29
5 78 1  56 1  49 1 25
(300,45,220) ; (0,0,0)
(380,110,217) ; (0,123,0)
(196,55,220) ; (391,0,0)
(156,174,142) ; (431,59,0)
(294,78,168) ; (0,45,0)
(45,120,220) ; (386,113,0)
(87,52,213) ; (304,0,0)
(49,56,156) ; (382,55,0)
(87,71,156) ; (295,52,0)
(98,110,75) ; (489,123,142)
(110,64,76) ; (477,59,142)
(56,98,78) ; (433,135,142)
(45,60,55) ; (432,59,142)
(45,55,60) ; (386,55,156)
(87,71,52) ; (295,52,156)
(174,71,52) ; (0,45,168)
(112,78,49) ; (174,45,168)
