0.0386
65 6501
587 233 220
5
1 84 1  67 1  76 1 34
2 77 0  37 1  48 1 29
3 117 0  31 1  21 1 31
4 73 0  29 1  28 1 31
5 99 0  36 1  53 1 39
(583,99,72) ; (0,0,0)
(336,134,152) ; (0,99,0)
(228,134,197) ; (359,99,0)
(21,117,217) ; (338,116,0)
(583,99,36) ; (0,0,72)
(265,99,36) ; (0,0,108)
(308,96,111) ; (275,0,108)
(96,77,74) ; (0,0,144)
(117,21,31) ; (0,77,144)
(168,67,76) ; (96,0,144)
(146,29,57) ; (117,67,144)
(336,76,67) ; (0,157,152)
(117,31,63) ; (0,126,152)
(117,21,31) ; (0,99,152)
(219,58,57) ; (117,99,152)
(117,21,31) ; (0,77,175)
(117,21,31) ; (0,99,183)
(217,117,21) ; (361,111,197)
