0.0371
92 9201
587 233 220
5
1 63 1  43 1  55 1 31
2 107 0  75 1  47 1 45
3 35 1  50 1  52 1 32
4 79 0  34 1  22 1 38
5 56 0  79 0  25 1 30
(535,188,75) ; (0,0,0)
(252,43,220) ; (0,190,0)
(252,43,165) ; (335,190,0)
(52,105,220) ; (535,0,0)
(52,50,140) ; (535,140,0)
(52,35,150) ; (535,105,0)
(79,44,170) ; (252,189,0)
(238,113,144) ; (0,0,75)
(321,75,141) ; (0,113,75)
(214,150,141) ; (321,0,75)
(208,35,50) ; (327,153,75)
(79,112,50) ; (238,0,75)
(208,35,50) ; (327,153,125)
(75,107,94) ; (238,0,125)
(52,50,35) ; (535,140,140)
(50,35,52) ; (537,105,150)
(189,43,55) ; (398,190,165)
(50,35,52) ; (348,198,165)
(79,44,34) ; (252,189,170)
(52,50,35) ; (535,140,175)
(158,34,44) ; (377,154,175)
