0.0521
35 3501
587 233 220
5
1 113 1  69 1  80 1 16
2 36 1  38 1  63 1 11
3 102 0  54 0  26 1 19
4 92 1  87 1  53 1 17
5 46 1  98 0  77 1 26
(102,54,52) ; (0,0,0)
(276,231,218) ; (311,0,0)
(265,92,140) ; (0,141,0)
(106,87,184) ; (0,54,0)
(204,54,208) ; (102,0,0)
(92,87,212) ; (106,54,0)
(113,80,207) ; (198,54,0)
(46,98,154) ; (265,135,0)
(98,46,154) ; (0,0,52)
(196,92,77) ; (0,141,140)
(63,72,76) ; (196,161,140)
(38,36,63) ; (265,197,154)
(38,36,63) ; (265,161,154)
(63,76,36) ; (0,54,184)
(38,63,36) ; (63,54,184)
