0.041
16 1601
587 233 220
5
1 60 0  38 1  24 1 35
2 34 1  36 1  28 1 31
3 85 1  69 1  76 1 26
4 56 1  85 1  57 1 28
5 69 1  81 1  47 1 30
(0,0,0) ; (69,76,85)
(69,0,0) ; (138,76,85)
(138,0,0) ; (207,76,85)
(207,0,0) ; (276,76,85)
(276,0,0) ; (345,76,85)
(0,76,0) ; (69,152,85)
(69,76,0) ; (138,152,85)
(138,76,0) ; (207,152,85)
(207,76,0) ; (276,152,85)
(276,76,0) ; (345,152,85)
(0,0,85) ; (69,76,170)
(69,0,85) ; (138,76,170)
(138,0,85) ; (207,76,170)
(207,0,85) ; (276,76,170)
(276,0,85) ; (345,76,170)
(0,76,85) ; (69,152,170)
(69,76,85) ; (138,152,170)
(138,76,85) ; (207,152,170)
(207,76,85) ; (276,152,170)
(276,76,85) ; (345,152,170)
(350,0,0) ; (419,76,85)
(350,76,0) ; (419,152,85)
(350,152,0) ; (419,228,85)
(419,0,0) ; (475,57,85)
(419,57,0) ; (475,114,85)
(419,114,0) ; (475,171,85)
(419,171,0) ; (475,228,85)
(475,0,0) ; (531,57,85)
(531,0,0) ; (587,57,85)
(475,57,0) ; (531,114,85)
(531,57,0) ; (587,114,85)
(475,114,0) ; (531,171,85)
(531,114,0) ; (587,171,85)
(475,171,0) ; (531,228,85)
(531,171,0) ; (587,228,85)
(350,0,85) ; (419,76,170)
(350,76,85) ; (419,152,170)
(350,152,85) ; (419,228,170)
(419,0,85) ; (475,57,170)
(419,57,85) ; (475,114,170)
(419,114,85) ; (475,171,170)
(419,171,85) ; (475,228,170)
(475,0,85) ; (531,57,170)
(531,0,85) ; (587,57,170)
(475,57,85) ; (531,114,170)
(531,57,85) ; (587,114,170)
(475,114,85) ; (531,171,170)
(531,114,85) ; (587,171,170)
(475,171,85) ; (531,228,170)
(531,171,85) ; (587,228,170)
(0,152,0) ; (69,233,47)
(69,152,0) ; (138,233,47)
(138,152,0) ; (207,233,47)
(207,152,0) ; (276,233,47)
(0,152,47) ; (69,233,94)
(69,152,47) ; (138,233,94)
(138,152,47) ; (207,233,94)
(207,152,47) ; (276,233,94)
(0,152,94) ; (69,233,141)
(69,152,94) ; (138,233,141)
(138,152,94) ; (207,233,141)
(207,152,94) ; (276,233,141)
(0,152,141) ; (69,233,188)
(69,152,141) ; (138,233,188)
(138,152,141) ; (207,233,188)
(207,152,141) ; (276,233,188)
(0,152,188) ; (34,188,216)
(34,152,188) ; (68,188,216)
(68,152,188) ; (102,188,216)
(102,152,188) ; (136,188,216)
(136,152,188) ; (170,188,216)
(170,152,188) ; (204,188,216)
(204,152,188) ; (238,188,216)
(238,152,188) ; (272,188,216)
(0,188,188) ; (34,224,216)
(34,188,188) ; (68,224,216)
(68,188,188) ; (102,224,216)
(102,188,188) ; (136,224,216)
(136,188,188) ; (170,224,216)
(170,188,188) ; (204,224,216)
(204,188,188) ; (238,224,216)
(238,188,188) ; (272,224,216)
(281,152,0) ; (350,233,47)
(281,152,47) ; (350,233,94)
(281,152,94) ; (350,233,141)
(281,152,141) ; (350,233,188)
(281,152,188) ; (315,188,216)
(315,152,188) ; (349,188,216)
(281,188,188) ; (315,224,216)
(315,188,188) ; (349,224,216)
(467,0,170) ; (527,38,194)
(527,0,170) ; (587,38,194)
(467,38,170) ; (527,76,194)
(527,38,170) ; (587,76,194)
(467,76,170) ; (527,114,194)
(527,76,170) ; (587,114,194)
(467,114,170) ; (527,152,194)
(527,114,170) ; (587,152,194)
(467,152,170) ; (527,190,194)
(527,152,170) ; (587,190,194)
(467,190,170) ; (527,228,194)
(527,190,170) ; (587,228,194)
(467,0,194) ; (527,38,218)
(527,0,194) ; (587,38,218)
(467,38,194) ; (527,76,218)
(527,38,194) ; (587,76,218)
(467,76,194) ; (527,114,218)
(527,76,194) ; (587,114,218)
(467,114,194) ; (527,152,218)
(527,114,194) ; (587,152,218)
(467,152,194) ; (527,190,218)
(527,152,194) ; (587,190,218)
(467,190,194) ; (527,228,218)
(527,190,194) ; (587,228,218)
(0,0,170) ; (81,69,217)
(81,0,170) ; (162,69,217)
(162,0,170) ; (243,69,217)
(0,69,170) ; (69,150,217)
(69,69,170) ; (138,150,217)
(138,69,170) ; (207,150,217)
(207,69,170) ; (276,150,217)
(386,0,170) ; (467,69,217)
(386,69,170) ; (467,138,217)
(353,168,170) ; (391,228,194)
(391,168,170) ; (429,228,194)
(429,168,170) ; (467,228,194)
(353,168,194) ; (391,228,218)
(391,168,194) ; (429,228,218)
(429,168,194) ; (467,228,218)
(365,140,170) ; (399,168,206)
(399,140,170) ; (433,168,206)
(433,140,170) ; (467,168,206)
(352,0,170) ; (386,28,206)
(352,28,170) ; (386,56,206)
(352,56,170) ; (386,84,206)
(352,84,170) ; (386,112,206)
(352,112,170) ; (386,140,206)
(285,0,170) ; (345,38,194)
(285,0,194) ; (345,38,218)
(243,0,170) ; (281,60,194)
(243,0,194) ; (281,60,218)
(285,38,170) ; (345,62,208)
(276,62,170) ; (345,143,217)
