0.0305
56 5601
587 233 220
5
1 40 1  70 1  76 1 39
2 45 1  54 1  65 1 31
3 39 1  52 1  70 1 38
4 79 0  32 1  36 1 51
5 49 1  63 1  79 1 28
(320,79,219) ; (0,0,0)
(320,152,140) ; (0,81,0)
(156,143,219) ; (431,0,0)
(195,90,216) ; (392,143,0)
(64,79,216) ; (367,0,0)
(72,79,136) ; (320,154,0)
(45,65,216) ; (322,0,0)
(79,64,219) ; (352,79,0)
(32,79,36) ; (320,65,0)
(32,79,36) ; (320,65,36)
(32,79,36) ; (320,65,72)
(32,79,36) ; (320,65,108)
(70,76,80) ; (320,154,136)
(315,98,79) ; (0,135,140)
(280,52,78) ; (0,81,140)
(39,52,70) ; (281,81,140)
(32,79,36) ; (320,65,144)
(32,79,36) ; (320,65,180)
