0.041
16 1601
587 233 220
5
1 60 0  38 1  24 1 35
2 34 1  36 1  28 1 31
3 85 1  69 1  76 1 26
4 56 1  85 1  57 1 28
5 69 1  81 1  47 1 30
(345,152,170) ; (0,0,0)
(237,228,170) ; (350,0,0)
(276,81,216) ; (0,152,0)
(69,81,216) ; (281,152,0)
(120,228,48) ; (467,0,170)
(243,69,47) ; (0,0,170)
(276,81,47) ; (0,69,170)
(81,138,47) ; (386,0,170)
(114,60,48) ; (353,168,170)
(102,28,36) ; (365,140,170)
(34,140,36) ; (352,0,170)
(60,38,48) ; (285,0,170)
(38,60,48) ; (243,0,170)
(60,24,38) ; (285,38,170)
(69,81,47) ; (276,62,170)
