0.0554
12 1201
587 233 220
5
1 30 1  65 0  67 0 39
2 39 1  61 1  53 1 28
3 89 0  40 1  50 1 51
4 88 0  78 0  25 1 46
5 61 0  25 1  68 0 43
(0,0,0) ; (67,65,30)
(67,0,0) ; (134,65,30)
(134,0,0) ; (201,65,30)
(201,0,0) ; (268,65,30)
(268,0,0) ; (335,65,30)
(335,0,0) ; (402,65,30)
(402,0,0) ; (469,65,30)
(469,0,0) ; (536,65,30)
(0,65,0) ; (89,115,40)
(89,65,0) ; (178,115,40)
(178,65,0) ; (267,115,40)
(267,65,0) ; (356,115,40)
(356,65,0) ; (445,115,40)
(445,65,0) ; (534,115,40)
(0,115,0) ; (89,165,40)
(89,115,0) ; (178,165,40)
(178,115,0) ; (267,165,40)
(267,115,0) ; (356,165,40)
(356,115,0) ; (445,165,40)
(445,115,0) ; (534,165,40)
(0,0,30) ; (67,65,60)
(67,0,30) ; (134,65,60)
(134,0,30) ; (201,65,60)
(201,0,30) ; (268,65,60)
(268,0,30) ; (335,65,60)
(335,0,30) ; (402,65,60)
(402,0,30) ; (469,65,60)
(469,0,30) ; (536,65,60)
(0,65,40) ; (89,115,80)
(89,65,40) ; (178,115,80)
(178,65,40) ; (267,115,80)
(267,65,40) ; (356,115,80)
(356,65,40) ; (445,115,80)
(445,65,40) ; (534,115,80)
(0,115,40) ; (89,165,80)
(89,115,40) ; (178,165,80)
(178,115,40) ; (267,165,80)
(267,115,40) ; (356,165,80)
(356,115,40) ; (445,165,80)
(445,115,40) ; (534,165,80)
(0,0,60) ; (67,65,90)
(67,0,60) ; (134,65,90)
(134,0,60) ; (201,65,90)
(201,0,60) ; (268,65,90)
(268,0,60) ; (335,65,90)
(335,0,60) ; (402,65,90)
(402,0,60) ; (469,65,90)
(469,0,60) ; (536,65,90)
(0,65,80) ; (89,115,120)
(89,65,80) ; (178,115,120)
(178,65,80) ; (267,115,120)
(267,65,80) ; (356,115,120)
(356,65,80) ; (445,115,120)
(445,65,80) ; (534,115,120)
(0,115,80) ; (89,165,120)
(89,115,80) ; (178,165,120)
(178,115,80) ; (267,165,120)
(267,115,80) ; (356,165,120)
(356,115,80) ; (445,165,120)
(445,115,80) ; (534,165,120)
(0,0,90) ; (67,65,120)
(67,0,90) ; (134,65,120)
(134,0,90) ; (201,65,120)
(201,0,90) ; (268,65,120)
(268,0,90) ; (335,65,120)
(335,0,90) ; (402,65,120)
(402,0,90) ; (469,65,120)
(469,0,90) ; (536,65,120)
(0,165,0) ; (61,233,25)
(61,165,0) ; (122,233,25)
(122,165,0) ; (183,233,25)
(183,165,0) ; (244,233,25)
(244,165,0) ; (305,233,25)
(305,165,0) ; (366,233,25)
(366,165,0) ; (427,233,25)
(0,165,25) ; (61,233,50)
(61,165,25) ; (122,233,50)
(122,165,25) ; (183,233,50)
(183,165,25) ; (244,233,50)
(244,165,25) ; (305,233,50)
(305,165,25) ; (366,233,50)
(366,165,25) ; (427,233,50)
(0,165,50) ; (61,233,75)
(61,165,50) ; (122,233,75)
(122,165,50) ; (183,233,75)
(183,165,50) ; (244,233,75)
(244,165,50) ; (305,233,75)
(305,165,50) ; (366,233,75)
(366,165,50) ; (427,233,75)
(0,165,75) ; (61,233,100)
(61,165,75) ; (122,233,100)
(122,165,75) ; (183,233,100)
(183,165,75) ; (244,233,100)
(244,165,75) ; (305,233,100)
(305,165,75) ; (366,233,100)
(366,165,75) ; (427,233,100)
(0,165,100) ; (61,233,125)
(61,165,100) ; (122,233,125)
(122,165,100) ; (183,233,125)
(183,165,100) ; (244,233,125)
(244,165,100) ; (305,233,125)
(305,165,100) ; (366,233,125)
(366,165,100) ; (427,233,125)
(0,165,125) ; (61,233,150)
(61,165,125) ; (122,233,150)
(122,165,125) ; (183,233,150)
(183,165,125) ; (244,233,150)
(244,165,125) ; (305,233,150)
(305,165,125) ; (366,233,150)
(366,165,125) ; (427,233,150)
(0,165,150) ; (65,232,180)
(65,165,150) ; (130,232,180)
(130,165,150) ; (195,232,180)
(195,165,150) ; (260,232,180)
(260,165,150) ; (325,232,180)
(325,165,150) ; (390,232,180)
(537,0,0) ; (587,89,40)
(537,89,0) ; (587,178,40)
(537,0,40) ; (587,89,80)
(537,89,40) ; (587,178,80)
(537,0,80) ; (587,89,120)
(537,89,80) ; (587,178,120)
(537,0,120) ; (587,89,160)
(537,89,120) ; (587,178,160)
(537,0,160) ; (587,89,200)
(537,89,160) ; (587,178,200)
(509,180,0) ; (548,233,61)
(548,180,0) ; (587,233,61)
(509,180,61) ; (548,233,122)
(548,180,61) ; (587,233,122)
(509,180,122) ; (548,233,183)
(548,180,122) ; (587,233,183)
(431,172,0) ; (470,233,53)
(470,172,0) ; (509,233,53)
(431,172,53) ; (470,233,106)
(470,172,53) ; (509,233,106)
(431,172,106) ; (470,233,159)
(470,172,106) ; (509,233,159)
(431,172,159) ; (470,233,212)
(470,172,159) ; (509,233,212)
(0,0,120) ; (88,78,145)
(88,0,120) ; (176,78,145)
(176,0,120) ; (264,78,145)
