0.0459
46 4601
587 233 220
5
1 88 1  54 1  77 1 23
2 30 1  82 0  48 1 23
3 94 1  87 1  48 1 29
4 41 1  67 1  66 1 23
5 119 0  34 1  32 1 26
(0,0,0) ; (87,48,94)
(87,0,0) ; (174,48,94)
(174,0,0) ; (261,48,94)
(261,0,0) ; (348,48,94)
(0,48,0) ; (87,96,94)
(87,48,0) ; (174,96,94)
(174,48,0) ; (261,96,94)
(261,48,0) ; (348,96,94)
(0,96,0) ; (87,144,94)
(87,96,0) ; (174,144,94)
(174,96,0) ; (261,144,94)
(261,96,0) ; (348,144,94)
(0,0,94) ; (87,48,188)
(87,0,94) ; (174,48,188)
(174,0,94) ; (261,48,188)
(261,0,94) ; (348,48,188)
(0,48,94) ; (87,96,188)
(87,48,94) ; (174,96,188)
(174,48,94) ; (261,96,188)
(261,48,94) ; (348,96,188)
(0,96,94) ; (87,144,188)
(87,96,94) ; (174,144,188)
(174,96,94) ; (261,144,188)
(261,96,94) ; (348,144,188)
(0,0,188) ; (82,48,218)
(82,0,188) ; (164,48,218)
(164,0,188) ; (246,48,218)
(246,0,188) ; (328,48,218)
(0,48,188) ; (82,96,218)
(82,48,188) ; (164,96,218)
(164,48,188) ; (246,96,218)
(246,48,188) ; (328,96,218)
(0,96,188) ; (82,144,218)
(82,96,188) ; (164,144,218)
(164,96,188) ; (246,144,218)
(246,96,188) ; (328,144,218)
(349,0,0) ; (468,34,32)
(468,0,0) ; (587,34,32)
(349,34,0) ; (468,68,32)
(468,34,0) ; (587,68,32)
(349,68,0) ; (468,102,32)
(468,68,0) ; (587,102,32)
(349,0,32) ; (468,34,64)
(468,0,32) ; (587,34,64)
(349,34,32) ; (468,68,64)
(468,34,32) ; (587,68,64)
(349,68,32) ; (468,102,64)
(468,68,32) ; (587,102,64)
(349,0,64) ; (468,34,96)
(468,0,64) ; (587,34,96)
(349,34,64) ; (468,68,96)
(468,34,64) ; (587,68,96)
(349,68,64) ; (468,102,96)
(468,68,64) ; (587,102,96)
(349,0,96) ; (468,34,128)
(468,0,96) ; (587,34,128)
(349,34,96) ; (468,68,128)
(468,34,96) ; (587,68,128)
(349,68,96) ; (468,102,128)
(468,68,96) ; (587,102,128)
(0,145,0) ; (77,233,54)
(77,145,0) ; (154,233,54)
(154,145,0) ; (231,233,54)
(231,145,0) ; (308,233,54)
(308,145,0) ; (385,233,54)
(0,145,54) ; (77,233,108)
(77,145,54) ; (154,233,108)
(154,145,54) ; (231,233,108)
(231,145,54) ; (308,233,108)
(308,145,54) ; (385,233,108)
(0,145,108) ; (77,233,162)
(77,145,108) ; (154,233,162)
(154,145,108) ; (231,233,162)
(231,145,108) ; (308,233,162)
(308,145,108) ; (385,233,162)
(0,145,162) ; (77,233,216)
(77,145,162) ; (154,233,216)
(154,145,162) ; (231,233,216)
(231,145,162) ; (308,233,216)
(308,145,162) ; (385,233,216)
(386,151,0) ; (453,192,66)
(453,151,0) ; (520,192,66)
(520,151,0) ; (587,192,66)
(386,192,0) ; (453,233,66)
(453,192,0) ; (520,233,66)
(520,192,0) ; (587,233,66)
(386,151,66) ; (452,192,133)
(452,151,66) ; (518,192,133)
(518,151,66) ; (584,192,133)
(386,192,66) ; (452,233,133)
(452,192,66) ; (518,233,133)
(518,192,66) ; (584,233,133)
(386,151,133) ; (452,192,200)
(452,151,133) ; (518,192,200)
(518,151,133) ; (584,192,200)
(386,192,133) ; (452,233,200)
(452,192,133) ; (518,233,200)
(518,192,133) ; (584,233,200)
(505,103,0) ; (587,151,30)
(505,103,30) ; (587,151,60)
(505,103,60) ; (587,151,90)
(505,103,90) ; (587,151,120)
(505,103,120) ; (587,151,150)
(505,103,150) ; (587,151,180)
(418,103,0) ; (505,151,94)
(418,103,94) ; (505,151,188)
(418,103,188) ; (500,151,218)
(351,104,0) ; (418,145,66)
(351,104,66) ; (417,145,133)
(351,104,133) ; (417,145,200)
(539,0,128) ; (587,94,215)
(351,0,128) ; (445,48,215)
(445,0,128) ; (539,48,215)
(385,48,128) ; (462,102,216)
(462,48,128) ; (539,102,216)
(505,103,180) ; (587,151,210)
