0.0545
93 9301
587 233 220
8
1 112 0  93 0  21 1 12
2 107 1  98 1  69 1 15
3 90 0  65 0  21 1 11
4 110 0  49 1  54 1 11
5 70 1  67 1  47 1 13
6 66 1  64 1  48 1 18
7 45 1  26 1  76 0 10
8 118 0  51 1  55 1 14
(0,0,0) ; (69,107,98)
(69,0,0) ; (138,107,98)
(138,0,0) ; (207,107,98)
(207,0,0) ; (276,107,98)
(276,0,0) ; (345,107,98)
(0,0,98) ; (69,107,196)
(69,0,98) ; (138,107,196)
(138,0,98) ; (207,107,196)
(207,0,98) ; (276,107,196)
(276,0,98) ; (345,107,196)
(0,0,196) ; (112,93,217)
(112,0,196) ; (224,93,217)
(224,0,196) ; (336,93,217)
(0,182,0) ; (118,233,55)
(118,182,0) ; (236,233,55)
(236,182,0) ; (354,233,55)
(354,182,0) ; (472,233,55)
(0,182,55) ; (118,233,110)
(118,182,55) ; (236,233,110)
(236,182,55) ; (354,233,110)
(354,182,55) ; (472,233,110)
(0,182,110) ; (118,233,165)
(118,182,110) ; (236,233,165)
(236,182,110) ; (354,233,165)
(354,182,110) ; (472,233,165)
(395,0,0) ; (459,48,66)
(459,0,0) ; (523,48,66)
(523,0,0) ; (587,48,66)
(395,48,0) ; (443,112,66)
(443,48,0) ; (491,112,66)
(491,48,0) ; (539,112,66)
(539,48,0) ; (587,112,66)
(395,0,66) ; (459,48,132)
(459,0,66) ; (523,48,132)
(523,0,66) ; (587,48,132)
(395,48,66) ; (443,112,132)
(443,48,66) ; (491,112,132)
(491,48,66) ; (539,112,132)
(539,48,66) ; (587,112,132)
(395,0,132) ; (488,112,153)
(488,0,132) ; (581,112,153)
(395,0,153) ; (488,112,174)
(488,0,153) ; (581,112,174)
(395,0,174) ; (488,112,195)
(488,0,174) ; (581,112,195)
(395,0,195) ; (488,112,216)
(488,0,195) ; (581,112,216)
(477,179,0) ; (587,233,49)
(477,179,49) ; (587,233,98)
(477,179,98) ; (587,233,147)
(0,112,0) ; (67,182,47)
(67,112,0) ; (134,182,47)
(134,112,0) ; (201,182,47)
(0,112,47) ; (67,182,94)
(67,112,47) ; (134,182,94)
(134,112,47) ; (201,182,94)
(493,112,0) ; (540,179,70)
(540,112,0) ; (587,179,70)
(493,112,70) ; (540,179,140)
(540,112,70) ; (587,179,140)
(493,112,140) ; (540,179,210)
(540,112,140) ; (587,179,210)
(397,113,0) ; (445,179,64)
(445,113,0) ; (493,179,64)
(397,113,64) ; (445,179,128)
(445,113,64) ; (493,179,128)
(397,113,128) ; (487,178,149)
(397,113,149) ; (487,178,170)
(346,0,0) ; (395,110,54)
(346,0,54) ; (395,110,108)
(346,0,108) ; (395,110,162)
(346,0,162) ; (395,110,216)
(201,113,0) ; (299,182,107)
(299,113,0) ; (397,182,107)
(201,113,107) ; (299,182,214)
(299,113,107) ; (397,182,214)
(0,117,94) ; (90,182,115)
(0,117,115) ; (90,182,136)
(0,117,136) ; (90,182,157)
(0,117,157) ; (90,182,178)
(0,117,178) ; (90,182,199)
(0,117,199) ; (90,182,220)
(90,113,94) ; (197,182,192)
(477,179,147) ; (587,233,196)
(0,182,165) ; (118,233,220)
(118,182,165) ; (236,233,220)
(252,184,165) ; (362,233,219)
(362,184,165) ; (472,233,219)
(397,113,170) ; (487,178,191)
(397,113,191) ; (487,178,212)
(90,117,192) ; (180,182,213)
