0.048
70 7001
587 233 220
8
1 73 0  29 1  65 0 11
2 60 1  77 1  45 1 19
3 98 0  55 0  27 1 13
4 113 0  47 1  35 1 19
5 49 1  80 1  63 1 23
6 48 1  80 1  72 1 17
7 94 0  98 0  32 1 19
8 101 0  45 1  69 1 10
(0,0,0) ; (63,49,80)
(63,0,0) ; (126,49,80)
(0,49,0) ; (63,98,80)
(63,49,0) ; (126,98,80)
(126,0,0) ; (220,98,32)
(220,0,0) ; (314,98,32)
(314,0,0) ; (408,98,32)
(126,0,32) ; (220,98,64)
(220,0,32) ; (314,98,64)
(314,0,32) ; (408,98,64)
(126,0,64) ; (220,98,96)
(220,0,64) ; (314,98,96)
(314,0,64) ; (408,98,96)
(0,0,80) ; (63,49,160)
(63,0,80) ; (126,49,160)
(0,49,80) ; (63,98,160)
(63,49,80) ; (126,98,160)
(126,0,96) ; (220,98,128)
(220,0,96) ; (314,98,128)
(314,0,96) ; (408,98,128)
(126,0,128) ; (220,98,160)
(220,0,128) ; (314,98,160)
(314,0,128) ; (408,98,160)
(0,0,160) ; (55,98,187)
(55,0,160) ; (110,98,187)
(110,0,160) ; (165,98,187)
(165,0,160) ; (220,98,187)
(220,0,160) ; (275,98,187)
(275,0,160) ; (330,98,187)
(330,0,160) ; (385,98,187)
(0,0,187) ; (94,98,219)
(94,0,187) ; (188,98,219)
(188,0,187) ; (282,98,219)
(282,0,187) ; (376,98,219)
(0,98,0) ; (49,161,80)
(49,98,0) ; (98,161,80)
(98,98,0) ; (147,161,80)
(147,98,0) ; (196,161,80)
(196,98,0) ; (245,161,80)
(245,98,0) ; (294,161,80)
(294,98,0) ; (343,161,80)
(0,161,0) ; (48,233,80)
(48,161,0) ; (96,233,80)
(96,161,0) ; (144,233,80)
(144,161,0) ; (192,233,80)
(192,161,0) ; (240,233,80)
(240,161,0) ; (288,233,80)
(288,161,0) ; (336,233,80)
(0,98,80) ; (49,161,160)
(49,98,80) ; (98,161,160)
(98,98,80) ; (147,161,160)
(147,98,80) ; (196,161,160)
(196,98,80) ; (245,161,160)
(245,98,80) ; (294,161,160)
(294,98,80) ; (343,161,160)
(0,161,80) ; (48,233,160)
(48,161,80) ; (96,233,160)
(96,161,80) ; (144,233,160)
(144,161,80) ; (192,233,160)
(192,161,80) ; (240,233,160)
(240,161,80) ; (288,233,160)
(288,161,80) ; (336,233,160)
(486,0,0) ; (587,45,69)
(486,45,0) ; (587,90,69)
(486,90,0) ; (587,135,69)
(486,135,0) ; (587,180,69)
(486,180,0) ; (587,225,69)
(486,0,69) ; (587,45,138)
(486,45,69) ; (587,90,138)
(486,90,69) ; (587,135,138)
(486,135,69) ; (587,180,138)
(486,180,69) ; (587,225,138)
(392,120,0) ; (439,233,35)
(439,120,0) ; (486,233,35)
(392,120,35) ; (439,233,70)
(439,120,35) ; (486,233,70)
(392,120,70) ; (439,233,105)
(439,120,70) ; (486,233,105)
(392,120,105) ; (439,233,140)
(439,120,105) ; (486,233,140)
(392,120,140) ; (439,233,175)
(439,120,140) ; (486,233,175)
(409,0,0) ; (486,60,45)
(409,60,0) ; (486,120,45)
(409,0,45) ; (486,60,90)
(409,60,45) ; (486,120,90)
(409,0,90) ; (486,60,135)
(409,60,90) ; (486,120,135)
(409,0,135) ; (486,60,180)
(409,60,135) ; (486,120,180)
(343,98,0) ; (392,161,80)
(343,161,0) ; (391,233,80)
(344,120,80) ; (391,233,115)
(344,120,115) ; (391,233,150)
(344,120,150) ; (391,233,185)
(344,120,185) ; (391,233,220)
(542,0,138) ; (587,60,215)
(542,60,138) ; (587,120,215)
(532,127,138) ; (587,225,165)
(532,127,165) ; (587,225,192)
(532,127,192) ; (587,225,219)
(487,0,138) ; (542,98,165)
(487,0,165) ; (542,98,192)
(487,0,192) ; (542,98,219)
(487,105,138) ; (532,165,215)
(487,165,138) ; (532,225,215)
(0,98,160) ; (77,143,220)
(77,98,160) ; (154,143,220)
(0,143,160) ; (77,188,220)
(77,143,160) ; (154,188,220)
(0,188,160) ; (77,233,220)
(77,188,160) ; (154,233,220)
(154,103,160) ; (227,168,189)
(227,103,160) ; (300,168,189)
(154,168,160) ; (227,233,189)
(227,168,160) ; (300,233,189)
(154,103,189) ; (227,168,218)
(227,103,189) ; (300,168,218)
(154,168,189) ; (227,233,218)
(227,168,189) ; (300,233,218)
(301,120,160) ; (336,233,207)
(392,120,175) ; (439,233,210)
(439,120,175) ; (486,233,210)
(439,0,180) ; (486,113,215)
