0.0465
42 4201
587 233 220
8
1 92 0  96 0  30 1 25
2 104 0  83 0  38 1 16
3 66 0  27 1  42 1 17
4 69 1  82 0  39 1 28
5 100 0  57 0  20 1 16
6 34 1  87 0  55 1 17
7 76 0  49 1  28 1 21
8 104 0  45 1  46 1 18
(296,184,180) ; (0,0,0)
(208,83,218) ; (379,0,0)
(207,82,195) ; (380,151,0)
(228,49,140) ; (0,184,0)
(174,68,220) ; (413,83,0)
(83,104,218) ; (297,129,0)
(82,117,207) ; (297,0,0)
(66,42,216) ; (228,191,0)
(27,66,210) ; (386,85,0)
(208,46,45) ; (0,187,140)
(285,100,40) ; (0,0,180)
(276,82,39) ; (0,102,180)
(198,42,27) ; (0,191,185)
(200,57,20) ; (387,176,195)
