0.0427
33 3301
587 233 220
8
1 104 1  88 1  72 1 13
2 92 1  62 1  56 1 14
3 60 1  65 1  71 1 11
4 95 1  87 1  48 1 21
5 41 1  58 1  63 1 12
6 107 0  46 1  28 1 12
7 92 0  32 1  28 1 11
8 38 1  83 0  22 1 15
(522,144,95) ; (0,0,0)
(520,88,216) ; (0,145,0)
(62,112,184) ; (525,0,0)
(65,120,213) ; (522,113,0)
(460,56,124) ; (0,0,95)
(325,60,71) ; (0,56,95)
(58,63,123) ; (464,0,95)
(321,28,92) ; (0,116,95)
(83,22,76) ; (439,63,95)
(189,58,123) ; (333,85,95)
(107,28,92) ; (332,56,95)
(214,56,46) ; (0,56,166)
(92,56,32) ; (214,56,166)
(83,22,38) ; (439,63,171)
(56,92,32) ; (531,0,184)
(276,28,32) ; (0,116,187)
(92,28,32) ; (347,56,187)
(83,38,22) ; (214,56,198)
