0.043
16 1601
587 233 220
8
1 60 0  38 1  24 1 18
2 34 1  36 1  28 1 17
3 85 1  69 1  76 1 22
4 56 1  85 1  57 1 19
5 69 1  81 1  47 1 23
6 40 1  39 1  64 1 19
7 56 1  56 1  47 1 18
8 77 0  29 1  76 0 17
(425,233,138) ; (0,0,0)
(85,228,168) ; (502,0,0)
(77,228,145) ; (425,0,0)
(128,117,80) ; (0,0,138)
(180,114,80) ; (0,119,138)
(138,47,81) ; (128,0,138)
(180,114,80) ; (243,119,138)
(128,40,79) ; (295,0,138)
(141,69,81) ; (128,47,138)
(56,112,81) ; (180,121,138)
(154,76,29) ; (269,40,138)
(28,36,68) ; (266,0,138)
(76,170,69) ; (426,0,145)
(72,56,34) ; (430,172,145)
(112,56,47) ; (311,40,167)
(40,64,39) ; (269,40,167)
(56,224,47) ; (531,0,168)
(28,170,36) ; (503,0,168)
(64,39,40) ; (438,189,179)
