0.0335
85 8501
587 233 220
8
1 89 0  70 0  34 1 20
2 64 1  54 1  34 1 23
3 105 0  31 1  37 1 20
4 104 0  44 1  45 1 16
5 89 1  80 1  76 1 19
6 49 1  62 1  72 1 18
7 82 0  30 1  50 1 15
8 84 0  26 1  43 1 13
(0,0,0) ; (104,45,44)
(104,0,0) ; (208,45,44)
(208,0,0) ; (312,45,44)
(0,0,44) ; (104,45,88)
(104,0,44) ; (208,45,88)
(208,0,44) ; (312,45,88)
(0,0,88) ; (104,45,132)
(104,0,88) ; (208,45,132)
(208,0,88) ; (312,45,132)
(0,0,132) ; (104,45,176)
(104,0,132) ; (208,45,176)
(208,0,132) ; (312,45,176)
(0,0,176) ; (104,45,220)
(104,0,176) ; (208,45,220)
(208,0,176) ; (312,45,220)
(0,47,0) ; (49,109,72)
(49,47,0) ; (98,109,72)
(98,47,0) ; (147,109,72)
(0,109,0) ; (49,171,72)
(49,109,0) ; (98,171,72)
(98,109,0) ; (147,171,72)
(0,171,0) ; (49,233,72)
(49,171,0) ; (98,233,72)
(98,171,0) ; (147,233,72)
(0,47,72) ; (49,109,144)
(49,47,72) ; (98,109,144)
(98,47,72) ; (147,109,144)
(0,109,72) ; (49,171,144)
(49,109,72) ; (98,171,144)
(98,109,72) ; (147,171,144)
(0,171,72) ; (49,233,144)
(49,171,72) ; (98,233,144)
(98,171,72) ; (147,233,144)
(231,73,0) ; (320,153,76)
(320,73,0) ; (409,153,76)
(409,73,0) ; (498,153,76)
(498,73,0) ; (587,153,76)
(231,153,0) ; (320,233,76)
(320,153,0) ; (409,233,76)
(409,153,0) ; (498,233,76)
(498,153,0) ; (587,233,76)
(231,73,76) ; (320,153,152)
(320,73,76) ; (409,153,152)
(409,73,76) ; (498,153,152)
(498,73,76) ; (587,153,152)
(231,153,76) ; (320,233,152)
(320,153,76) ; (409,233,152)
(409,153,76) ; (498,233,152)
(498,153,76) ; (587,233,152)
(231,73,152) ; (301,162,186)
(301,73,152) ; (371,162,186)
(371,73,152) ; (441,162,186)
(441,73,152) ; (511,162,186)
(511,73,152) ; (581,162,186)
(231,162,152) ; (320,232,186)
(320,162,152) ; (409,232,186)
(409,162,152) ; (498,232,186)
(498,162,152) ; (587,232,186)
(231,73,186) ; (301,162,220)
(301,73,186) ; (371,162,220)
(371,73,186) ; (441,162,220)
(441,73,186) ; (511,162,220)
(511,73,186) ; (581,162,220)
(231,162,186) ; (320,232,220)
(320,162,186) ; (409,232,220)
(409,162,186) ; (498,232,220)
(498,162,186) ; (587,232,220)
(377,0,0) ; (482,37,31)
(482,0,0) ; (587,37,31)
(377,0,31) ; (482,37,62)
(482,0,31) ; (587,37,62)
(377,0,62) ; (482,37,93)
(482,0,62) ; (587,37,93)
(377,0,93) ; (482,37,124)
(482,0,93) ; (587,37,124)
(377,0,124) ; (482,37,155)
(482,0,124) ; (587,37,155)
(377,0,155) ; (482,37,186)
(482,0,155) ; (587,37,186)
(377,0,186) ; (482,37,217)
(482,0,186) ; (587,37,217)
(395,37,0) ; (459,71,54)
(459,37,0) ; (523,71,54)
(523,37,0) ; (587,71,54)
(395,37,54) ; (459,71,108)
(459,37,54) ; (523,71,108)
(523,37,54) ; (587,71,108)
(395,37,108) ; (459,71,162)
(459,37,108) ; (523,71,162)
(523,37,108) ; (587,71,162)
(395,37,162) ; (459,71,216)
(459,37,162) ; (523,71,216)
(523,37,162) ; (587,71,216)
(147,51,0) ; (231,77,43)
(147,77,0) ; (231,103,43)
(147,103,0) ; (231,129,43)
(147,129,0) ; (231,155,43)
(147,155,0) ; (231,181,43)
(147,181,0) ; (231,207,43)
(147,207,0) ; (231,233,43)
(147,51,43) ; (229,81,93)
(147,81,43) ; (229,111,93)
(147,111,43) ; (229,141,93)
(147,141,43) ; (229,171,93)
(147,171,43) ; (229,201,93)
(147,201,43) ; (229,231,93)
(313,0,0) ; (377,34,54)
(313,0,54) ; (377,34,108)
(313,0,108) ; (377,34,162)
(313,0,162) ; (377,34,216)
(331,37,0) ; (395,71,54)
(331,37,54) ; (395,71,108)
(331,37,108) ; (395,71,162)
(331,37,162) ; (395,71,216)
(231,45,0) ; (315,71,43)
(231,45,43) ; (315,71,86)
(231,45,86) ; (315,71,129)
(231,45,129) ; (315,71,172)
(231,45,172) ; (315,71,215)
(147,51,93) ; (229,81,143)
(147,81,93) ; (229,111,143)
(147,111,93) ; (229,141,143)
(147,141,93) ; (229,171,143)
(147,171,93) ; (229,201,143)
(147,201,93) ; (229,231,143)
(147,53,143) ; (227,142,219)
(147,142,143) ; (227,231,219)
(0,128,144) ; (31,233,181)
(31,128,144) ; (62,233,181)
(62,128,144) ; (93,233,181)
(0,128,181) ; (31,233,218)
(31,128,181) ; (62,233,218)
(62,128,181) ; (93,233,218)
(0,47,144) ; (89,127,220)
(93,131,144) ; (147,165,208)
(93,165,144) ; (147,199,208)
(93,199,144) ; (147,233,208)
(93,47,144) ; (143,129,174)
(93,47,174) ; (143,129,204)
