0.0439
48 4801
587 233 220
8
1 76 1  91 1  74 1 17
2 40 1  91 0  26 1 17
3 68 1  35 1  76 0 14
4 65 1  90 1  56 1 21
5 87 0  34 1  69 0 11
6 67 0  73 0  25 1 17
7 62 1  98 1  52 1 13
8 78 0  89 0  22 1 10
(444,91,152) ; (0,0,0)
(392,142,186) ; (0,91,0)
(74,152,217) ; (513,0,0)
(91,80,218) ; (496,153,0)
(68,152,95) ; (445,0,0)
(68,76,215) ; (428,157,0)
(35,76,204) ; (393,157,0)
(52,62,98) ; (393,95,0)
(67,146,125) ; (445,0,95)
(234,89,66) ; (0,0,152)
(56,90,65) ; (388,0,152)
(138,87,68) ; (250,0,152)
(261,138,34) ; (0,95,186)
(87,69,34) ; (303,164,186)
(40,91,26) ; (261,142,186)
(73,67,25) ; (317,97,186)
