0.0535
39 3901
587 233 220
8
1 76 1  100 1  68 1 10
2 34 1  93 0  40 1 10
3 111 1  84 1  72 1 8
4 90 1  99 1  69 1 15
5 79 1  45 1  43 1 12
6 79 1  64 1  43 1 12
7 77 1  51 1  52 1 14
8 113 0  38 1  36 1 11
(158,43,218) ; (0,0,0)
(345,99,220) ; (0,134,0)
(408,77,152) ; (179,0,0)
(206,113,216) ; (381,120,0)
(99,90,69) ; (0,43,0)
(316,43,218) ; (271,77,0)
(69,90,99) ; (99,43,0)
(36,113,190) ; (345,120,0)
(103,52,154) ; (168,77,0)
(99,90,138) ; (0,43,69)
(69,90,99) ; (99,43,99)
(400,76,68) ; (187,0,152)
(77,51,52) ; (168,77,154)
