0.0466
2 201
587 233 220
8
1 84 1  48 1  66 1 10
2 107 1  67 1  55 1 16
3 78 1  65 1  78 1 7
4 118 1  70 1  61 1 9
5 47 1  53 1  73 1 10
6 74 1  81 1  57 1 11
7 65 1  43 1  59 1 11
8 100 1  72 1  73 1 12
(183,118,210) ; (0,0,0)
(288,100,219) ; (299,0,0)
(162,114,215) ; (0,119,0)
(240,132,162) ; (347,101,0)
(134,107,220) ; (162,126,0)
(110,67,214) ; (183,0,0)
(47,53,219) ; (300,180,0)
(65,59,215) ; (183,67,0)
(47,73,212) ; (300,107,0)
(43,59,195) ; (248,67,0)
(222,81,57) ; (359,150,162)
(219,47,53) ; (362,103,162)
