0.0528
77 7701
587 233 220
8
1 97 0  81 1  48 1 17
2 42 1  31 1  74 0 12
3 87 0  29 1  38 1 9
4 77 0  71 0  34 1 15
5 90 1  57 1  78 1 19
6 99 0  43 1  78 1 13
7 54 1  77 1  62 1 9
8 44 1  87 1  65 1 18
(130,88,219) ; (0,0,0)
(228,156,214) ; (359,0,0)
(194,145,162) ; (0,88,0)
(162,77,220) ; (425,156,0)
(99,86,78) ; (130,0,0)
(71,77,204) ; (354,156,0)
(156,99,172) ; (194,134,0)
(87,130,176) ; (272,0,0)
(43,99,156) ; (229,0,0)
(74,31,126) ; (194,99,0)
(97,81,96) ; (130,0,78)
(74,31,42) ; (194,99,126)
(38,87,29) ; (229,0,156)
(180,78,57) ; (0,155,162)
(174,38,58) ; (0,117,162)
(174,29,38) ; (0,88,162)
(74,31,42) ; (194,99,168)
(81,97,48) ; (194,136,172)
(74,93,42) ; (276,140,172)
(93,74,42) ; (130,0,174)
(78,99,43) ; (281,0,176)
(74,31,42) ; (285,99,176)
(38,87,29) ; (229,0,185)
