0.0615
10 1001
587 233 220
8
1 102 0  36 1  76 0 7
2 54 1  74 1  67 1 9
3 41 1  76 1  79 1 10
4 82 1  66 1  64 1 10
5 120 0  79 1  47 1 9
6 93 1  81 1  59 1 15
7 72 1  80 1  55 1 12
8 120 1  87 1  66 1 7
(0,0,0) ; (120,79,47)
(0,79,0) ; (120,158,47)
(0,0,47) ; (120,79,94)
(0,79,47) ; (120,158,94)
(0,0,94) ; (120,79,141)
(0,79,94) ; (120,158,141)
(122,0,0) ; (215,81,59)
(215,0,0) ; (308,81,59)
(308,0,0) ; (401,81,59)
(401,0,0) ; (494,81,59)
(494,0,0) ; (587,81,59)
(122,0,59) ; (215,81,118)
(215,0,59) ; (308,81,118)
(308,0,59) ; (401,81,118)
(401,0,59) ; (494,81,118)
(494,0,59) ; (587,81,118)
(122,0,118) ; (215,81,177)
(215,0,118) ; (308,81,177)
(308,0,118) ; (401,81,177)
(401,0,118) ; (494,81,177)
(494,0,118) ; (587,81,177)
(122,0,177) ; (198,79,218)
(198,0,177) ; (274,79,218)
(274,0,177) ; (350,79,218)
(350,0,177) ; (426,79,218)
(426,0,177) ; (502,79,218)
(502,0,177) ; (578,79,218)
(257,169,0) ; (323,233,82)
(323,169,0) ; (389,233,82)
(389,169,0) ; (455,233,82)
(455,169,0) ; (521,233,82)
(521,169,0) ; (587,233,82)
(257,169,82) ; (339,233,148)
(339,169,82) ; (421,233,148)
(421,169,82) ; (503,233,148)
(503,169,82) ; (585,233,148)
(0,159,0) ; (67,233,54)
(67,159,0) ; (134,233,54)
(0,159,54) ; (67,233,108)
(67,159,54) ; (134,233,108)
(0,159,108) ; (67,233,162)
(67,159,108) ; (134,233,162)
(347,82,0) ; (467,169,66)
(467,82,0) ; (587,169,66)
(347,82,66) ; (467,169,132)
(467,82,66) ; (587,169,132)
(134,154,0) ; (175,233,76)
(175,154,0) ; (216,233,76)
(216,154,0) ; (257,233,76)
(134,154,76) ; (254,233,123)
(134,154,123) ; (254,233,170)
(134,154,170) ; (254,233,217)
(120,82,0) ; (200,154,55)
(200,82,0) ; (280,154,55)
(120,82,55) ; (200,154,110)
(200,82,55) ; (280,154,110)
(120,82,110) ; (200,154,165)
(200,82,110) ; (280,154,165)
(120,82,165) ; (200,154,220)
(200,82,165) ; (280,154,220)
(281,82,0) ; (347,169,120)
(281,87,120) ; (347,169,184)
(347,82,132) ; (467,169,198)
(467,82,132) ; (587,169,198)
(0,0,141) ; (102,76,177)
(0,76,141) ; (102,152,177)
(0,0,177) ; (102,76,213)
(0,76,177) ; (102,152,213)
(265,178,148) ; (345,233,220)
(345,178,148) ; (425,233,220)
(425,178,148) ; (505,233,220)
(505,178,148) ; (585,233,220)
(0,159,162) ; (67,233,216)
(67,159,162) ; (134,233,216)
