0.0535
7 701
587 233 220
8
1 88 1  72 1  54 1 15
2 69 0  96 0  23 1 12
3 84 1  99 1  55 1 20
4 89 0  84 0  40 1 20
5 41 1  33 1  72 0 15
6 52 0  25 1  49 1 18
7 85 0  87 0  39 1 13
8 45 1  59 0  29 1 21
(420,178,80) ; (0,0,0)
(162,88,216) ; (425,0,0)
(99,55,168) ; (0,178,0)
(396,55,218) ; (191,178,0)
(108,88,216) ; (479,90,0)
(84,55,99) ; (99,178,0)
(59,90,219) ; (420,88,0)
(170,174,117) ; (0,0,80)
(220,168,140) ; (200,0,80)
(29,118,45) ; (170,0,80)
(25,52,49) ; (170,126,80)
(84,55,99) ; (99,178,99)
(25,52,49) ; (170,0,125)
(29,59,45) ; (170,52,125)
(59,45,29) ; (0,188,168)
(29,59,45) ; (170,52,170)
(69,96,23) ; (0,0,197)
(96,69,23) ; (0,105,197)
(96,69,23) ; (69,0,197)
(69,96,23) ; (96,78,197)
