0.0365
73 7301
587 233 220
8
1 68 1  60 1  37 1 12
2 98 0  75 0  26 1 15
3 80 0  36 1  50 1 12
4 75 1  91 1  54 1 14
5 91 1  59 1  79 1 25
6 104 0  43 1  71 1 13
7 87 0  89 0  24 1 13
8 41 1  33 1  75 0 12
(104,71,172) ; (0,0,0)
(358,233,182) ; (229,0,0)
(91,162,216) ; (0,71,0)
(104,142,172) ; (91,91,0)
(75,91,216) ; (104,0,0)
(50,80,216) ; (179,0,0)
(33,150,164) ; (195,83,0)
(33,150,41) ; (195,83,164)
(104,71,43) ; (0,0,172)
(89,87,48) ; (91,146,172)
(80,50,36) ; (91,96,172)
(272,180,37) ; (311,0,182)
(320,50,36) ; (263,183,182)
(82,75,33) ; (229,0,182)
(75,98,26) ; (229,85,182)
