0.0518
6 601
587 233 220
20
1 120 0  98 0  41 1 7
2 91 1  99 1  52 1 5
3 114 0  48 1  58 1 4
4 87 1  95 1  74 1 6
5 85 0  46 0  23 1 4
6 37 1  72 1  59 1 3
7 106 0  30 1  55 1 7
8 111 1  64 1  63 1 4
9 111 0  35 1  66 1 5
10 117 1  94 1  65 1 5
11 107 0  70 1  46 1 5
12 88 0  88 0  27 1 2
13 57 1  34 1  59 1 7
14 74 1  38 1  62 1 2
15 111 0  36 1  37 1 7
16 76 1  47 1  46 1 5
17 108 0  46 1  42 1 7
18 45 1  98 0  52 1 8
19 51 1  98 0  41 1 7
20 70 1  40 1  55 1 4
(99,136,156) ; (0,0,0)
(156,111,220) ; (431,0,0)
(196,120,217) ; (391,113,0)
(222,95,174) ; (0,138,0)
(111,72,216) ; (99,0,0)
(156,99,218) ; (275,0,0)
(111,66,35) ; (99,72,0)
(111,132,105) ; (280,101,0)
(65,117,188) ; (210,0,0)
(58,114,144) ; (222,119,0)
(111,66,70) ; (99,72,35)
(76,62,74) ; (99,72,105)
(107,70,46) ; (280,163,105)
(34,59,114) ; (175,72,105)
(106,60,55) ; (281,103,105)
(58,114,48) ; (222,119,144)
(107,70,46) ; (280,163,151)
(51,98,41) ; (0,0,156)
(47,76,46) ; (51,0,156)
(57,34,59) ; (0,98,156)
(34,57,59) ; (57,76,156)
(102,57,59) ; (285,106,160)
(108,42,46) ; (0,191,174)
(152,47,46) ; (0,144,174)
(111,37,36) ; (108,196,174)
(70,55,40) ; (152,141,174)
(70,55,40) ; (99,72,179)
(55,106,30) ; (210,0,188)
(46,85,23) ; (222,148,192)
(46,85,23) ; (0,0,197)
(85,46,23) ; (302,187,197)
