0.0629
1 101
587 233 220
20
1 96 0  99 0  39 1 10
2 120 0  47 1  45 1 3
3 104 0  65 1  39 1 5
4 113 0  44 1  64 1 5
5 107 0  47 1  74 1 9
6 41 1  66 1  42 1 4
7 57 1  43 1  56 1 4
8 31 1  87 0  26 1 3
9 115 1  61 1  74 1 7
10 79 0  25 1  67 0 4
11 91 0  77 0  23 1 6
12 71 1  77 1  61 1 3
13 98 1  78 1  58 1 5
14 108 0  94 0  30 1 7
15 86 0  66 0  28 1 6
16 104 0  89 0  42 1 7
17 60 1  47 1  69 1 6
18 35 1  48 1  31 1 7
19 82 1  51 1  56 1 7
20 99 0  85 0  31 1 3
(0,0,0) ; (96,99,39)
(96,0,0) ; (192,99,39)
(0,99,0) ; (98,157,78)
(98,99,0) ; (196,157,78)
(0,0,39) ; (96,99,78)
(96,0,39) ; (192,99,78)
(0,0,78) ; (96,99,117)
(96,0,78) ; (192,99,117)
(0,99,78) ; (98,157,156)
(98,99,78) ; (196,157,156)
(0,0,117) ; (96,99,156)
(96,0,117) ; (192,99,156)
(513,0,0) ; (587,115,61)
(513,115,0) ; (587,230,61)
(513,0,61) ; (587,115,122)
(513,115,61) ; (587,230,122)
(513,0,122) ; (587,107,169)
(513,107,122) ; (587,214,169)
(0,159,0) ; (61,233,115)
(61,159,0) ; (122,233,115)
(122,159,0) ; (183,233,115)
(0,159,115) ; (61,230,192)
(61,159,115) ; (122,230,192)
(122,159,115) ; (183,230,192)
(405,0,0) ; (513,94,30)
(405,94,0) ; (513,188,30)
(405,0,30) ; (513,94,60)
(405,94,30) ; (513,188,60)
(405,0,60) ; (513,94,90)
(405,94,60) ; (513,188,90)
(405,0,90) ; (512,47,164)
(405,47,90) ; (512,94,164)
(405,94,90) ; (512,141,164)
(405,141,90) ; (512,188,164)
(393,188,0) ; (513,233,47)
(393,188,47) ; (513,233,94)
(393,188,94) ; (513,233,141)
(197,0,0) ; (301,89,42)
(301,0,0) ; (405,89,42)
(197,0,42) ; (301,89,84)
(301,0,42) ; (405,89,84)
(197,0,84) ; (301,89,126)
(301,0,84) ; (405,89,126)
(183,169,0) ; (296,233,44)
(183,169,44) ; (296,233,88)
(183,169,88) ; (296,233,132)
(183,169,132) ; (296,233,176)
(183,169,176) ; (296,233,220)
(299,173,0) ; (346,233,69)
(346,173,0) ; (393,233,69)
(299,173,69) ; (346,233,138)
(346,173,69) ; (393,233,138)
(299,173,138) ; (346,233,207)
(346,173,138) ; (393,233,207)
(303,91,0) ; (354,173,56)
(354,91,0) ; (405,173,56)
(303,91,56) ; (354,173,112)
(354,91,56) ; (405,173,112)
(303,91,112) ; (354,173,168)
(354,91,112) ; (405,173,168)
(196,91,0) ; (300,130,65)
(196,130,0) ; (300,169,65)
(196,91,65) ; (300,130,130)
(196,130,65) ; (300,169,130)
(196,91,130) ; (294,169,188)
(301,0,126) ; (405,89,168)
(197,0,126) ; (296,85,157)
(197,0,157) ; (296,85,188)
(197,0,188) ; (296,85,219)
(409,194,141) ; (513,233,206)
(0,0,156) ; (96,99,195)
(96,0,156) ; (192,99,195)
(0,100,156) ; (43,157,212)
(43,100,156) ; (86,157,212)
(86,100,156) ; (129,157,212)
(129,100,156) ; (172,157,212)
(446,0,164) ; (512,86,192)
(446,86,164) ; (512,172,192)
(446,0,192) ; (512,86,220)
(446,86,192) ; (512,172,220)
(405,0,164) ; (446,66,206)
(405,66,164) ; (446,132,206)
(411,140,164) ; (446,188,195)
(338,0,168) ; (405,79,193)
(338,0,193) ; (405,79,218)
(338,94,168) ; (405,173,193)
(338,94,193) ; (405,173,218)
(307,0,168) ; (338,87,194)
(307,0,194) ; (338,87,220)
(307,103,168) ; (338,138,216)
(307,138,168) ; (338,173,216)
(513,0,169) ; (587,107,216)
(513,107,169) ; (587,214,216)
(196,99,188) ; (244,134,219)
(244,99,188) ; (292,134,219)
(196,134,188) ; (244,169,219)
(244,134,188) ; (292,169,219)
(0,164,192) ; (86,230,220)
(86,164,192) ; (172,230,220)
(0,0,195) ; (77,91,218)
(77,0,195) ; (154,91,218)
