(110,232,160)
(0,0,0)
(198,114,219)
(389,0,0)
(210,119,162)
(377,114,0)
(200,91,218)
(110,0,0)
(206,73,216)
(110,160,0)
(91,61,215)
(110,99,0)
(77,45,216)
(312,0,0)
(59,92,159)
(318,141,0)
(79,65,140)
(310,45,0)
(89,56,205)
(201,104,0)
(87,27,135)
(290,114,0)
(87,27,45)
(290,114,135)
(77,36,45)
(312,45,140)
(65,26,34)
(324,81,140)
(56,89,41)
(321,144,159)
(100,222,58)
(0,0,160)
(162,114,56)
(425,114,162)
(35,112,58)
(390,116,162)
(65,26,34)
(324,81,174)
(65,26,34)
(312,115,180)
(65,26,34)
(324,45,185)
