0.0474
88 8801
587 233 220
20
1 73 1  39 1  41 1 7
2 79 0  59 0  29 1 5
3 107 1  74 1  54 1 3
4 44 1  42 1  69 1 6
5 111 0  79 0  28 1 7
6 55 1  57 1  41 1 5
7 117 0  25 1  33 1 5
8 80 0  42 0  20 1 5
9 59 1  47 1  69 1 8
10 101 0  70 0  33 1 7
11 74 0  67 0  27 1 7
12 46 1  80 1  56 1 8
13 97 1  84 1  76 1 8
14 117 0  48 1  78 1 7
15 66 1  56 1  62 1 7
16 99 0  60 1  44 1 3
17 84 0  29 1  25 1 6
18 72 1  59 1  42 1 8
19 73 1  76 1  52 1 5
20 112 1  77 1  75 1 6
(0,0,0) ; (72,59,42)
(0,59,0) ; (72,118,42)
(0,118,0) ; (72,177,42)
(0,0,42) ; (72,59,84)
(0,59,42) ; (72,118,84)
(0,118,42) ; (72,177,84)
(0,0,84) ; (69,59,131)
(0,59,84) ; (69,118,131)
(0,118,84) ; (69,177,131)
(419,0,0) ; (503,76,97)
(503,0,0) ; (587,76,97)
(419,76,0) ; (503,152,97)
(503,76,0) ; (587,152,97)
(419,0,97) ; (503,76,194)
(503,0,97) ; (587,76,194)
(419,76,97) ; (503,152,194)
(503,76,97) ; (587,152,194)
(419,0,194) ; (452,117,219)
(452,0,194) ; (485,117,219)
(485,0,194) ; (518,117,219)
(518,0,194) ; (551,117,219)
(551,0,194) ; (584,117,219)
(419,117,194) ; (503,146,219)
(503,117,194) ; (587,146,219)
(475,153,0) ; (586,232,28)
(475,153,28) ; (586,232,56)
(475,153,56) ; (586,232,84)
(475,153,84) ; (531,233,130)
(531,153,84) ; (587,233,130)
(475,153,130) ; (586,232,158)
(475,153,158) ; (586,232,186)
(0,177,0) ; (62,233,66)
(62,177,0) ; (124,233,66)
(124,177,0) ; (186,233,66)
(0,177,66) ; (46,233,146)
(46,177,66) ; (92,233,146)
(92,177,66) ; (138,233,146)
(138,177,66) ; (184,233,146)
(72,0,0) ; (149,75,112)
(149,0,0) ; (226,75,112)
(226,0,0) ; (303,75,112)
(303,0,0) ; (380,75,112)
(72,0,112) ; (139,74,139)
(139,0,112) ; (206,74,139)
(206,0,112) ; (273,74,139)
(273,0,112) ; (380,74,166)
(72,0,139) ; (139,74,166)
(139,0,139) ; (206,74,166)
(206,0,139) ; (273,74,166)
(72,0,166) ; (148,73,218)
(148,0,166) ; (224,73,218)
(224,0,166) ; (300,73,218)
(300,0,166) ; (376,73,218)
(241,155,0) ; (358,233,48)
(358,155,0) ; (475,233,48)
(241,155,48) ; (358,233,96)
(358,155,48) ; (475,233,96)
(241,155,96) ; (358,233,144)
(358,155,96) ; (475,233,144)
(241,155,144) ; (353,232,219)
(353,155,144) ; (465,232,219)
(72,76,0) ; (142,177,33)
(72,76,33) ; (142,177,66)
(72,76,66) ; (142,177,99)
(72,76,99) ; (142,177,132)
(380,0,0) ; (419,41,73)
(380,41,0) ; (419,82,73)
(380,0,73) ; (419,41,146)
(380,41,73) ; (419,82,146)
(380,0,146) ; (419,41,219)
(380,41,146) ; (419,82,219)
(186,159,0) ; (240,233,107)
(142,78,0) ; (186,177,60)
(142,78,60) ; (186,177,120)
(142,78,120) ; (186,177,180)
(360,83,0) ; (419,155,42)
(360,83,42) ; (419,155,84)
(186,77,0) ; (241,118,57)
(186,118,0) ; (241,159,57)
(186,77,57) ; (241,118,114)
(186,118,57) ; (241,159,114)
(248,75,0) ; (304,155,46)
(304,75,0) ; (360,155,46)
(248,75,46) ; (359,154,74)
(248,75,74) ; (359,154,102)
(363,93,84) ; (419,155,150)
(363,93,150) ; (419,155,216)
(300,75,102) ; (359,154,131)
(300,75,131) ; (359,154,160)
(300,75,160) ; (359,154,189)
(300,75,189) ; (359,154,218)
(248,75,102) ; (300,151,175)
(186,159,107) ; (240,233,214)
(186,90,114) ; (233,159,173)
(0,0,131) ; (69,59,178)
(0,59,131) ; (69,118,178)
(0,118,131) ; (69,177,178)
(0,0,178) ; (69,44,220)
(0,44,178) ; (69,88,220)
(0,88,178) ; (69,132,220)
(0,132,178) ; (69,176,220)
(72,76,132) ; (142,177,165)
(72,76,165) ; (142,177,198)
(0,186,146) ; (59,233,215)
(59,177,146) ; (121,233,212)
(121,177,146) ; (183,233,212)
(186,90,173) ; (230,159,215)
(248,75,175) ; (290,144,219)
(142,97,180) ; (184,177,200)
(142,97,200) ; (184,177,220)
(485,162,186) ; (586,232,219)
(72,97,198) ; (114,177,218)
