0.055
25 2501
587 233 220
20
1 37 1  43 1  34 1 4
2 31 1  98 0  27 1 7
3 49 0  83 0  22 1 4
4 116 0  32 1  66 0 5
5 91 0  100 0  32 1 4
6 82 1  45 1  69 1 8
7 102 1  77 1  54 1 5
8 91 0  50 1  42 1 5
9 37 1  87 0  24 1 7
10 42 1  68 1  70 1 7
11 32 1  77 0  76 0 7
12 79 1  75 1  72 1 5
13 44 1  62 1  56 1 9
14 110 1  73 1  77 1 10
15 119 0  94 0  28 1 9
16 100 0  35 1  54 1 6
17 43 1  64 1  41 1 8
18 53 0  31 1  26 1 5
19 57 1  87 1  47 1 7
20 69 1  79 0  37 1 7
(158,74,219) ; (0,0,0)
(110,231,219) ; (477,0,0)
(182,102,214) ; (0,131,0)
(188,57,219) ; (0,74,0)
(119,94,220) ; (358,0,0)
(164,138,90) ; (313,95,0)
(77,73,189) ; (158,0,0)
(54,102,154) ; (182,131,0)
(119,94,56) ; (239,0,0)
(77,76,192) ; (236,157,0)
(47,57,174) ; (188,73,0)
(77,54,102) ; (236,103,0)
(116,66,96) ; (242,0,56)
(98,27,93) ; (260,66,56)
(136,70,126) ; (341,163,90)
(129,64,82) ; (348,99,90)
(27,98,93) ; (314,135,90)
(34,37,43) ; (314,95,90)
(70,42,68) ; (236,115,102)
(34,37,86) ; (314,95,133)
(98,27,31) ; (260,66,149)
(116,66,64) ; (242,0,152)
(49,83,66) ; (182,150,154)
(64,41,43) ; (236,116,170)
(87,57,47) ; (390,106,172)
(41,64,43) ; (349,99,172)
(37,43,34) ; (188,73,174)
(87,24,37) ; (271,66,180)
(24,87,37) ; (317,146,183)
(53,52,31) ; (158,0,189)
(62,53,26) ; (236,180,192)
