(194,114,218)
(0,0,0)
(392,80,213)
(195,0,0)
(100,118,212)
(0,115,0)
(72,150,220)
(515,83,0)
(104,95,212)
(411,138,0)
(136,64,216)
(100,169,0)
(97,57,180)
(418,80,0)
(95,53,208)
(100,116,0)
(147,150,88)
(264,83,0)
(28,63,215)
(236,170,0)
(69,88,80)
(195,81,0)
(56,68,136)
(195,101,80)
(99,63,132)
(312,170,88)
(60,59,132)
(351,111,88)
(60,28,64)
(351,83,88)
(47,71,125)
(264,162,88)
(40,76,105)
(311,94,88)
(40,76,35)
(264,86,88)
(40,76,35)
(264,86,123)
(40,76,35)
(264,86,158)
(68,56,34)
(447,80,180)
(40,65,23)
(311,105,193)
(40,65,23)
(264,97,193)
