(408,75,217)
(0,0,0)
(208,74,220)
(0,159,0)
(218,72,212)
(369,161,0)
(174,102,148)
(413,0,0)
(130,59,220)
(457,102,0)
(100,83,218)
(0,76,0)
(120,82,120)
(100,77,0)
(90,58,184)
(367,103,0)
(93,74,124)
(208,159,0)
(68,72,104)
(301,161,0)
(96,26,156)
(317,75,0)
(65,59,110)
(302,102,0)
(78,78,114)
(220,81,0)
(51,58,116)
(318,171,104)
(58,58,51)
(309,103,110)
(78,78,57)
(220,81,114)
(78,78,57)
(100,77,120)
(41,69,44)
(178,77,120)
(93,74,62)
(208,159,124)
(92,99,72)
(493,0,148)
(43,100,45)
(450,0,148)
(37,93,62)
(413,0,148)
(88,23,41)
(323,75,156)
(51,58,58)
(316,103,161)
(37,63,50)
(178,77,164)
(46,35,49)
(220,124,171)
(38,43,35)
(220,81,171)
(26,45,47)
(266,114,171)
(70,76,43)
(100,77,177)
(46,49,35)
(411,112,184)
(38,43,35)
(373,118,184)
(88,41,23)
(208,192,186)
(33,65,26)
(460,0,193)
