0.0474
88 8801
587 233 220
20
1 73 1  39 1  41 1 7
2 79 0  59 0  29 1 5
3 107 1  74 1  54 1 3
4 44 1  42 1  69 1 6
5 111 0  79 0  28 1 7
6 55 1  57 1  41 1 5
7 117 0  25 1  33 1 5
8 80 0  42 0  20 1 5
9 59 1  47 1  69 1 8
10 101 0  70 0  33 1 7
11 74 0  67 0  27 1 7
12 46 1  80 1  56 1 8
13 97 1  84 1  76 1 8
14 117 0  48 1  78 1 7
15 66 1  56 1  62 1 7
16 99 0  60 1  44 1 3
17 84 0  29 1  25 1 6
18 72 1  59 1  42 1 8
19 73 1  76 1  52 1 5
20 112 1  77 1  75 1 6
(72,177,131) ; (0,0,0)
(168,152,219) ; (419,0,0)
(112,80,186) ; (475,153,0)
(186,56,146) ; (0,177,0)
(308,75,218) ; (72,0,0)
(234,78,219) ; (241,155,0)
(70,101,132) ; (72,76,0)
(39,82,219) ; (380,0,0)
(54,74,107) ; (186,159,0)
(44,99,180) ; (142,78,0)
(59,72,84) ; (360,83,0)
(55,82,114) ; (186,77,0)
(112,80,102) ; (248,75,0)
(56,62,132) ; (363,93,84)
(59,79,116) ; (300,75,102)
(52,76,73) ; (248,75,102)
(54,74,107) ; (186,159,107)
(47,69,59) ; (186,90,114)
(69,177,89) ; (0,0,131)
(70,101,66) ; (72,76,132)
(59,47,69) ; (0,186,146)
(124,56,66) ; (59,177,146)
(44,69,42) ; (186,90,173)
(42,69,44) ; (248,75,175)
(42,80,40) ; (142,97,180)
(101,70,33) ; (485,162,186)
(42,80,20) ; (72,97,198)
