0.0484
40 4001
587 233 220
20
1 42 1  41 1  68 1 9
2 59 0  74 0  21 1 7
3 109 1  60 1  65 1 9
4 116 1  70 1  69 1 5
5 77 1  86 0  39 1 9
6 72 0  44 1  26 1 6
7 60 1  60 1  79 1 6
8 38 1  61 0  22 1 4
9 118 0  98 0  22 1 3
10 64 0  31 1  68 0 12
11 117 0  36 1  26 1 5
12 55 0  26 1  77 0 7
13 45 0  37 1  20 1 9
14 96 1  81 1  72 1 10
15 91 0  44 1  63 1 7
16 115 0  32 1  21 1 7
17 33 1  72 0  65 1 9
18 36 1  85 0  23 1 6
19 59 1  53 1  44 1 7
20 118 0  74 1  50 1 5
(72,162,192) ; (0,0,0)
(120,130,218) ; (467,0,0)
(118,100,140) ; (469,133,0)
(345,70,157) ; (0,163,0)
(96,162,216) ; (72,0,0)
(120,79,216) ; (349,154,0)
(141,154,78) ; (326,0,0)
(91,63,220) ; (168,0,0)
(86,77,218) ; (168,63,0)
(85,23,72) ; (168,140,0)
(65,60,109) ; (259,0,0)
(72,99,218) ; (254,63,0)
(61,22,76) ; (168,141,72)
(118,150,95) ; (349,0,78)
(21,115,96) ; (328,0,78)
(44,59,106) ; (259,0,109)
(20,45,111) ; (304,0,109)
(118,53,80) ; (469,178,140)
(118,44,53) ; (469,134,140)
(61,22,38) ; (168,141,148)
(324,68,62) ; (0,163,157)
(91,126,44) ; (376,0,173)
(90,20,37) ; (377,128,173)
(26,144,44) ; (350,0,173)
(21,115,32) ; (328,0,174)
(59,74,21) ; (0,0,192)
(72,88,26) ; (0,74,192)
(72,44,26) ; (515,134,193)
(45,37,20) ; (470,141,193)
