0.0517
94 9401
587 233 220
20
1 75 0  45 0  22 1 3
2 115 0  80 1  56 1 5
3 59 1  53 1  32 1 8
4 77 1  57 1  61 1 6
5 69 0  27 1  45 1 7
6 74 1  60 1  76 1 8
7 68 1  94 1  78 1 4
8 44 1  50 1  77 1 5
9 43 1  59 1  73 1 5
10 56 1  47 1  68 1 7
11 112 0  77 1  47 1 6
12 63 1  79 1  48 1 7
13 109 0  88 0  30 1 5
14 39 1  30 1  55 1 6
15 89 1  74 1  78 1 6
16 67 1  99 0  38 1 8
17 66 1  96 0  40 1 5
18 105 0  29 1  41 1 10
19 40 1  45 1  77 1 7
20 92 0  54 1  44 1 9
(235,112,157) ; (0,0,0)
(212,68,220) ; (375,0,0)
(154,120,193) ; (0,113,0)
(222,89,216) ; (365,144,0)
(198,76,134) ; (389,68,0)
(122,77,218) ; (154,156,0)
(96,80,217) ; (279,0,0)
(87,105,82) ; (278,128,0)
(92,44,216) ; (154,112,0)
(44,92,216) ; (235,0,0)
(79,48,126) ; (310,80,0)
(32,59,212) ; (246,97,0)
(30,39,110) ; (280,80,0)
(77,100,88) ; (288,133,82)
(30,39,110) ; (280,80,110)
(79,48,63) ; (310,80,126)
(129,73,59) ; (458,68,134)
(59,73,86) ; (399,68,134)
(94,68,56) ; (0,0,157)
(92,44,54) ; (0,68,157)
(88,109,30) ; (94,0,157)
(48,79,63) ; (182,0,157)
(39,30,55) ; (182,79,157)
(77,44,50) ; (288,189,170)
(68,56,47) ; (297,133,170)
(82,105,29) ; (94,0,187)
(69,45,27) ; (320,80,189)
(138,114,27) ; (0,119,193)
(45,69,27) ; (542,68,193)
(75,45,22) ; (467,68,193)
