0.0604
7 701
587 233 220
20
1 88 1  72 1  54 1 6
2 69 0  96 0  23 1 6
3 84 1  99 1  55 1 6
4 89 0  84 0  40 1 5
5 41 1  33 1  72 0 3
6 52 0  25 1  49 1 3
7 85 0  87 0  39 1 6
8 45 1  59 0  29 1 5
9 88 0  93 0  33 1 2
10 115 0  28 1  75 0 5
11 93 1  100 1  73 1 9
12 87 0  76 0  26 1 8
13 98 0  27 1  65 0 5
14 107 0  60 0  23 1 5
15 51 0  36 1  22 1 1
16 72 1  80 1  71 1 8
17 50 1  81 1  76 1 7
18 107 1  82 1  69 1 5
19 120 0  48 1  26 1 4
20 77 0  26 1  21 1 1
(445,84,40) ; (0,0,0)
(300,93,219) ; (0,140,0)
(287,144,80) ; (300,89,0)
(54,88,144) ; (533,0,0)
(85,87,182) ; (448,0,0)
(297,55,168) ; (0,84,0)
(214,82,176) ; (0,0,40)
(228,81,100) ; (217,0,40)
(115,75,140) ; (472,156,80)
(98,65,135) ; (489,91,80)
(108,72,88) ; (364,159,80)
(29,59,135) ; (460,97,80)
(96,69,138) ; (364,90,80)
(60,107,92) ; (304,124,80)
(59,29,45) ; (305,89,80)
(59,29,45) ; (305,89,125)
(50,81,76) ; (395,0,140)
(174,76,78) ; (221,0,140)
(54,88,72) ; (533,0,144)
(240,48,52) ; (0,84,168)
(99,72,41) ; (373,159,168)
(52,49,50) ; (240,84,168)
(52,25,49) ; (312,89,170)
(60,107,23) ; (304,124,172)
(76,87,26) ; (448,0,182)
(26,77,21) ; (338,154,195)
