0.0516
2 201
587 233 220
20
1 84 1  48 1  66 1 7
2 107 1  67 1  55 1 5
3 78 1  65 1  78 1 3
4 118 1  70 1  61 1 4
5 47 1  53 1  73 1 5
6 74 1  81 1  57 1 3
7 65 1  43 1  59 1 5
8 100 1  72 1  73 1 5
9 82 0  76 0  33 1 4
10 101 1  74 1  59 1 9
11 62 1  59 1  38 1 4
12 81 1  57 1  65 1 7
13 91 1  91 1  64 1 4
14 58 0  84 0  24 1 11
15 37 1  93 0  23 1 6
16 64 1  63 1  52 1 5
17 68 1  99 1  78 1 5
18 66 1  54 1  38 1 7
19 107 0  44 1  31 1 5
20 43 1  57 1  43 1 7
(182,64,91) ; (0,0,0)
(236,101,216) ; (0,132,0)
(189,171,162) ; (398,0,0)
(76,62,118) ; (511,171,0)
(177,68,156) ; (0,64,0)
(210,61,118) ; (301,172,0)
(216,73,147) ; (182,0,0)
(65,59,215) ; (236,174,0)
(107,98,220) ; (291,74,0)
(43,57,215) ; (177,73,0)
(67,55,145) ; (220,73,0)
(54,38,198) ; (236,136,0)
(182,64,91) ; (0,0,91)
(74,59,101) ; (513,174,118)
(84,58,24) ; (427,175,118)
(118,61,70) ; (309,172,118)
(81,57,74) ; (430,176,142)
(64,52,63) ; (220,73,145)
(200,73,72) ; (182,0,147)
(156,64,63) ; (0,64,156)
(74,162,57) ; (513,0,162)
(43,86,57) ; (470,0,162)
(65,81,57) ; (405,0,162)
(66,76,54) ; (447,88,162)
(47,73,53) ; (400,91,162)
(66,54,38) ; (0,0,182)
(93,46,37) ; (66,0,182)
(84,58,24) ; (343,175,188)
