0.05
92 9201
587 233 220
20
1 63 1  43 1  55 1 7
2 107 0  75 1  47 1 9
3 35 1  50 1  52 1 5
4 79 0  34 1  22 1 9
5 56 0  79 0  25 1 3
6 32 1  79 0  30 1 2
7 78 1  99 1  77 1 6
8 78 0  95 0  26 1 3
9 66 1  96 1  68 1 8
10 105 0  96 0  30 1 7
11 104 1  89 1  78 1 6
12 73 1  80 1  44 1 5
13 53 1  64 1  62 1 4
14 94 0  78 0  38 1 7
15 94 1  82 1  52 1 3
16 48 1  77 1  43 1 5
17 74 1  63 1  55 1 4
18 86 0  42 1  69 1 4
19 114 0  38 1  56 1 6
20 72 0  68 0  20 1 5
(312,77,99) ; (0,0,0)
(267,156,104) ; (0,77,0)
(192,68,220) ; (395,0,0)
(319,96,188) ; (268,137,0)
(172,69,84) ; (415,68,0)
(80,73,176) ; (315,0,0)
(86,63,165) ; (329,73,0)
(62,53,128) ; (267,77,0)
(96,68,132) ; (491,68,84)
(72,68,80) ; (419,68,84)
(114,76,56) ; (0,0,99)
(198,77,121) ; (114,0,99)
(82,104,116) ; (0,129,104)
(82,52,94) ; (0,77,104)
(105,96,60) ; (82,137,104)
(114,56,114) ; (82,77,104)
(78,94,114) ; (187,139,104)
(64,62,106) ; (196,77,104)
(50,52,35) ; (279,77,128)
(110,74,63) ; (0,0,155)
(50,52,35) ; (279,77,163)
(78,95,52) ; (82,138,164)
(22,79,34) ; (160,154,164)
(43,63,55) ; (448,68,164)
(74,63,55) ; (341,73,165)
(80,73,44) ; (315,0,176)
(158,56,25) ; (422,175,188)
(158,30,32) ; (422,145,188)
(95,78,26) ; (327,153,188)
(56,79,25) ; (271,152,188)
(79,34,22) ; (0,77,198)
