0.0522
52 5201
587 233 220
20
1 38 1  26 1  69 0 10
2 68 1  88 1  57 1 12
3 36 1  93 0  54 1 7
4 116 0  41 1  49 1 10
5 72 1  99 1  52 1 5
6 73 1  81 0  37 1 6
7 103 0  81 1  44 1 6
8 69 0  61 0  20 1 4
9 44 1  70 1  54 1 6
10 101 0  34 1  75 0 12
11 35 1  83 0  80 0 7
12 78 1  86 1  54 1 6
13 49 1  60 1  73 1 3
14 42 1  64 1  61 1 8
15 71 1  59 1  68 1 8
16 45 1  45 1  44 1 7
17 39 1  26 1  58 0 6
18 41 1  73 1  70 1 9
19 66 1  42 1  35 1 7
20 87 0  27 1  32 1 4
(103,81,220) ; (0,0,0)
(171,136,218) ; (416,0,0)
(202,150,102) ; (0,83,0)
(144,96,198) ; (443,137,0)
(232,82,168) ; (103,0,0)
(234,54,213) ; (209,179,0)
(80,83,212) ; (336,0,0)
(122,42,192) ; (321,137,0)
(93,54,216) ; (323,83,0)
(118,71,136) ; (202,108,0)
(116,26,117) ; (202,82,0)
(60,147,73) ; (0,86,102)
(142,68,59) ; (60,165,102)
(140,82,73) ; (60,83,102)
(69,26,38) ; (202,82,117)
(76,69,78) ; (202,110,136)
(41,70,73) ; (279,109,136)
(69,26,38) ; (202,82,155)
(142,68,59) ; (60,165,161)
(87,64,27) ; (103,0,168)
(137,72,52) ; (190,0,168)
(54,140,44) ; (0,93,175)
(103,81,44) ; (60,84,175)
(35,66,42) ; (163,99,175)
(87,32,27) ; (356,147,192)
(69,61,20) ; (103,0,195)
(122,69,20) ; (456,164,198)
