0.0506
87 8701
587 233 220
20
1 44 1  43 1  68 1 3
2 115 0  76 0  30 1 4
3 88 0  67 0  20 1 10
4 61 1  90 0  42 1 5
5 59 1  31 1  59 1 9
6 55 1  51 1  29 1 8
7 62 1  91 1  79 1 9
8 112 0  39 1  43 1 8
9 75 0  26 1  80 0 4
10 93 0  46 1  41 1 8
11 68 1  62 1  35 1 5
12 34 1  93 0  48 1 10
13 75 1  79 1  65 1 11
14 73 0  68 0  30 1 8
15 120 0  74 0  34 1 7
16 92 0  35 1  67 1 5
17 39 1  53 1  49 1 6
18 115 0  38 1  28 1 8
19 71 1  82 1  44 1 4
20 93 1  83 1  59 1 8
(0,0,0) ; (59,83,93)
(59,0,0) ; (118,83,93)
(118,0,0) ; (177,83,93)
(177,0,0) ; (236,83,93)
(0,0,93) ; (59,83,186)
(59,0,93) ; (118,83,186)
(118,0,93) ; (177,83,186)
(177,0,93) ; (236,83,186)
(0,0,186) ; (115,76,216)
(115,0,186) ; (230,76,216)
(0,83,0) ; (65,158,79)
(65,83,0) ; (130,158,79)
(130,83,0) ; (195,158,79)
(195,83,0) ; (260,158,79)
(260,83,0) ; (325,158,79)
(0,158,0) ; (65,233,79)
(65,158,0) ; (130,233,79)
(130,158,0) ; (195,233,79)
(195,158,0) ; (260,233,79)
(260,158,0) ; (325,233,79)
(509,0,0) ; (585,115,30)
(509,115,0) ; (548,227,43)
(548,115,0) ; (587,227,43)
(509,0,30) ; (585,115,60)
(509,115,43) ; (548,227,86)
(548,115,43) ; (587,227,86)
(509,0,60) ; (547,115,88)
(547,0,60) ; (585,115,88)
(509,115,86) ; (548,227,129)
(548,115,86) ; (587,227,129)
(509,0,88) ; (547,115,116)
(547,0,88) ; (585,115,116)
(509,0,116) ; (547,115,144)
(547,0,116) ; (585,115,144)
(509,115,129) ; (548,227,172)
(548,115,129) ; (587,227,172)
(509,0,144) ; (547,115,172)
(547,0,144) ; (585,115,172)
(416,0,0) ; (509,46,41)
(416,46,0) ; (509,92,41)
(416,92,0) ; (509,138,41)
(416,0,41) ; (509,46,82)
(416,46,41) ; (509,92,82)
(416,92,41) ; (509,138,82)
(416,0,82) ; (509,34,130)
(416,34,82) ; (509,68,130)
(416,68,82) ; (509,102,130)
(416,102,82) ; (509,136,130)
(416,0,130) ; (509,34,178)
(416,34,130) ; (509,68,178)
(416,68,130) ; (509,102,178)
(416,102,130) ; (509,136,178)
(416,0,178) ; (508,67,213)
(416,67,178) ; (508,134,213)
(385,142,0) ; (447,233,79)
(447,142,0) ; (509,233,79)
(385,142,79) ; (447,233,158)
(447,142,79) ; (509,233,158)
(325,0,0) ; (416,79,62)
(325,0,62) ; (416,79,124)
(325,0,124) ; (416,79,186)
(326,140,0) ; (385,171,59)
(326,171,0) ; (385,202,59)
(326,202,0) ; (385,233,59)
(326,140,59) ; (385,171,118)
(326,171,59) ; (385,202,118)
(326,202,59) ; (385,233,118)
(236,0,0) ; (280,82,71)
(280,0,0) ; (324,82,71)
(236,0,71) ; (280,82,142)
(280,0,71) ; (324,82,142)
(326,79,0) ; (416,140,42)
(326,79,42) ; (416,140,84)
(326,79,84) ; (416,140,126)
(0,159,79) ; (120,233,113)
(0,159,113) ; (120,233,147)
(0,159,147) ; (120,233,181)
(0,159,181) ; (120,233,215)
(0,85,79) ; (120,159,113)
(0,85,113) ; (120,159,147)
(0,85,147) ; (120,159,181)
(120,83,79) ; (187,171,99)
(120,171,79) ; (188,233,114)
(120,83,99) ; (187,171,119)
(120,171,114) ; (188,233,149)
(120,83,119) ; (187,171,139)
(120,83,139) ; (187,171,159)
(120,171,149) ; (188,233,184)
(120,83,159) ; (187,171,179)
(120,83,179) ; (187,171,199)
(120,171,184) ; (188,233,219)
(120,83,199) ; (187,171,219)
(188,87,79) ; (256,160,109)
(256,87,79) ; (324,160,109)
(188,160,79) ; (256,233,109)
(256,160,79) ; (324,233,109)
(188,87,109) ; (256,160,139)
(256,87,109) ; (324,160,139)
(188,160,109) ; (256,233,139)
(256,160,109) ; (324,233,139)
(326,140,118) ; (385,171,177)
(326,171,118) ; (385,202,177)
(326,202,118) ; (385,233,177)
(326,79,126) ; (416,140,168)
(188,141,139) ; (255,233,174)
(188,141,174) ; (255,233,209)
(255,142,139) ; (317,233,218)
(188,87,139) ; (227,140,188)
(227,87,139) ; (266,140,188)
(266,87,139) ; (295,142,190)
(295,87,139) ; (324,142,190)
(236,0,142) ; (316,75,168)
(236,0,168) ; (316,75,194)
(236,0,194) ; (316,75,220)
(430,142,158) ; (509,233,220)
(388,143,158) ; (430,233,219)
(332,79,168) ; (387,108,219)
(332,108,168) ; (387,137,219)
(387,79,168) ; (416,134,219)
(551,0,172) ; (585,93,220)
(517,95,172) ; (585,139,215)
(517,139,172) ; (585,183,215)
(517,183,172) ; (585,227,215)
(510,0,172) ; (551,93,218)
(339,140,177) ; (385,233,218)
(0,91,181) ; (62,159,216)
(62,106,181) ; (111,159,220)
(336,0,186) ; (416,75,212)
(188,87,188) ; (243,138,217)
(273,87,190) ; (324,142,219)
