0.0524
60 6001
587 233 220
20
1 98 0  74 1  44 1 7
2 63 0  75 0  29 1 9
3 48 1  65 1  75 1 8
4 37 1  42 1  27 1 4
5 42 1  42 1  75 1 7
6 71 1  69 1  73 1 8
7 77 0  44 1  28 1 6
8 55 1  97 0  34 1 5
9 119 1  65 1  63 1 4
10 66 1  65 1  40 1 3
11 44 1  80 0  40 1 8
12 43 1  69 1  77 1 6
13 68 1  45 1  41 1 7
14 64 1  94 0  33 1 3
15 120 0  83 1  50 1 7
16 45 1  65 1  48 1 7
17 105 1  57 1  56 1 11
18 32 1  95 0  53 1 10
19 46 1  67 1  78 1 10
20 42 1  60 1  32 1 6
(350,120,148) ; (0,0,0)
(210,112,114) ; (0,121,0)
(69,232,219) ; (518,0,0)
(166,78,220) ; (352,0,0)
(96,65,216) ; (422,168,0)
(98,88,212) ; (420,80,0)
(170,65,212) ; (252,168,0)
(42,84,150) ; (210,149,0)
(160,44,220) ; (260,124,0)
(67,46,204) ; (353,78,0)
(42,27,111) ; (210,122,0)
(42,27,37) ; (210,122,111)
(113,57,105) ; (0,176,114)
(97,55,102) ; (0,121,114)
(97,68,55) ; (113,165,114)
(98,44,74) ; (97,121,114)
(156,46,67) ; (0,0,148)
(138,73,71) ; (0,46,148)
(126,75,71) ; (156,0,148)
(154,43,69) ; (138,75,148)
(56,105,57) ; (292,0,148)
(40,66,65) ; (210,167,150)
(65,66,40) ; (113,167,169)
(32,60,42) ; (178,173,169)
(77,44,28) ; (97,121,188)
