0.0739
87 8701
587 233 220
60
1 44 1  43 1  68 1 2
2 115 0  76 0  30 1 2
3 88 0  67 0  20 1 2
4 61 1  90 0  42 1 3
5 59 1  31 1  59 1 1
6 55 1  51 1  29 1 2
7 62 1  91 1  79 1 2
8 112 0  39 1  43 1 1
9 75 0  26 1  80 0 3
10 93 0  46 1  41 1 2
11 68 1  62 1  35 1 5
12 34 1  93 0  48 1 4
13 75 1  79 1  65 1 2
14 73 0  68 0  30 1 1
15 120 0  74 0  34 1 1
16 92 0  35 1  67 1 2
17 39 1  53 1  49 1 1
18 115 0  38 1  28 1 2
19 71 1  82 1  44 1 2
20 93 1  83 1  59 1 4
21 82 0  71 0  31 1 1
22 98 1  93 1  51 1 2
23 42 1  79 0  33 1 1
24 65 1  78 1  53 1 1
25 49 0  50 0  21 1 5
26 77 0  25 1  61 0 1
27 76 1  96 1  71 1 2
28 42 1  58 1  79 1 2
29 88 1  53 1  77 1 3
30 71 1  68 1  55 1 1
31 95 1  98 1  52 1 2
32 84 1  84 1  59 1 3
33 85 0  94 0  28 1 1
34 103 1  78 1  79 1 1
35 95 1  57 1  53 1 3
36 36 1  53 1  55 1 1
37 61 0  34 1  28 1 1
38 55 1  48 1  35 1 4
39 102 0  67 1  39 1 1
40 45 1  90 0  41 1 4
41 74 1  64 1  61 1 2
42 63 1  41 1  57 1 1
43 53 1  90 1  55 1 2
44 71 1  69 1  43 1 3
45 50 1  81 0  31 1 1
46 99 0  55 1  34 1 2
47 97 0  62 1  43 1 3
48 107 0  86 0  22 1 4
49 87 0  47 1  43 1 4
50 78 1  96 1  69 1 3
51 53 1  79 1  79 1 3
52 80 0  74 0  24 1 2
53 47 1  42 1  59 1 1
54 92 1  52 1  73 1 1
55 87 0  81 0  40 1 1
56 103 0  35 1  26 1 3
57 81 0  34 1  72 0 1
58 101 0  30 1  47 1 3
59 68 1  55 1  73 1 3
60 93 0  47 1  26 1 4
(0,0,0) ; (69,96,78)
(69,0,0) ; (138,96,78)
(138,0,0) ; (207,96,78)
(0,0,78) ; (51,93,176)
(51,0,78) ; (102,93,176)
(102,0,78) ; (154,95,176)
(154,0,78) ; (206,95,176)
(503,0,0) ; (587,59,84)
(503,59,0) ; (587,118,84)
(503,0,84) ; (586,59,177)
(503,59,84) ; (586,118,177)
(503,0,177) ; (582,58,219)
(503,58,177) ; (582,116,219)
(0,96,0) ; (80,171,26)
(80,96,0) ; (160,171,26)
(0,171,0) ; (79,233,91)
(79,171,0) ; (158,233,91)
(0,96,26) ; (79,171,91)
(79,96,26) ; (158,171,91)
(466,178,0) ; (519,233,90)
(519,178,0) ; (587,233,73)
(519,178,73) ; (587,233,146)
(466,178,90) ; (519,233,180)
(519,178,146) ; (587,233,219)
(466,178,180) ; (519,227,219)
(503,119,0) ; (587,178,84)
(503,119,84) ; (586,178,177)
(407,0,0) ; (503,71,76)
(407,0,76) ; (503,71,152)
(407,0,152) ; (499,35,219)
(407,35,152) ; (499,70,219)
(229,180,0) ; (308,233,79)
(308,180,0) ; (387,233,79)
(387,180,0) ; (466,233,79)
(229,180,79) ; (306,233,167)
(306,180,79) ; (383,233,167)
(383,180,79) ; (460,233,167)
(417,71,0) ; (503,178,22)
(417,71,22) ; (503,178,44)
(417,71,44) ; (503,178,66)
(417,71,66) ; (503,178,88)
(160,190,0) ; (229,233,71)
(160,190,71) ; (229,233,142)
(160,190,142) ; (229,233,213)
(308,0,0) ; (363,71,68)
(363,0,0) ; (407,71,82)
(308,0,68) ; (363,35,116)
(308,35,68) ; (363,70,116)
(363,0,82) ; (407,71,164)
(308,0,116) ; (363,35,164)
(308,35,116) ; (363,70,164)
(308,0,164) ; (407,34,219)
(308,34,164) ; (407,68,219)
(160,97,0) ; (194,190,48)
(194,97,0) ; (228,190,48)
(160,97,48) ; (194,190,96)
(194,97,48) ; (228,190,96)
(160,97,96) ; (228,141,139)
(160,141,96) ; (228,185,139)
(207,0,0) ; (250,97,62)
(207,0,62) ; (250,97,124)
(207,0,124) ; (250,97,186)
(322,74,0) ; (417,127,57)
(322,127,0) ; (417,180,57)
(322,74,57) ; (369,175,87)
