(120,134,216)
(0,0,0)
(63,231,154)
(524,0,0)
(118,99,173)
(0,134,0)
(117,74,217)
(407,0,0)
(158,158,80)
(366,75,0)
(80,91,214)
(118,142,0)
(84,140,142)
(120,0,0)
(81,67,219)
(326,0,0)
(168,61,61)
(198,172,0)
(120,51,82)
(204,0,0)
(111,106,81)
(204,51,0)
(51,97,96)
(315,75,0)
(78,54,154)
(198,179,61)
(88,60,93)
(278,173,61)
(110,153,60)
(414,75,80)
(48,148,62)
(366,80,80)
(110,96,35)
(204,51,81)
(109,46,136)
(204,0,82)
(44,94,36)
(321,75,96)
(110,96,35)
(204,51,116)
(36,94,88)
(329,75,132)
(65,151,73)
(457,77,140)
(33,140,42)
(424,88,140)
(48,57,78)
(120,0,142)
(30,66,76)
(168,0,142)
(44,64,78)
(120,57,142)
(45,144,67)
(369,84,142)
(35,73,68)
(164,66,142)
(44,84,67)
(204,51,151)
(60,54,69)
(248,51,151)
(60,42,55)
(248,105,151)
(62,68,66)
(525,0,154)
(52,120,66)
(535,99,154)
(47,22,66)
(540,68,154)
(78,52,64)
(288,179,154)
(109,68,46)
(0,164,173)
(106,30,34)
(0,134,173)
(33,87,38)
(424,141,182)
(32,39,29)
(425,88,182)
