0.0819
9 901
587 233 220
60
1 63 1  75 1  67 1 2
2 100 0  49 1  60 1 1
3 90 0  35 1  45 1 1
4 67 1  88 1  78 1 1
5 41 1  82 0  25 1 2
6 58 1  47 1  43 1 3
7 36 1  26 1  67 0 1
8 75 1  91 1  64 1 4
9 108 0  28 1  56 0 2
10 76 1  65 1  62 1 2
11 68 1  51 1  55 1 1
12 117 1  87 1  79 1 4
13 69 1  57 1  66 1 2
14 48 1  31 1  30 1 1
15 88 1  78 1  52 1 3
16 66 1  62 1  69 1 1
17 45 1  44 1  47 1 3
18 35 1  73 0  46 1 1
19 93 0  69 0  33 1 3
20 77 0  57 1  34 1 1
21 97 0  39 1  75 1 1
22 70 1  47 1  39 1 1
23 118 0  48 1  58 1 2
24 82 1  44 1  66 1 2
25 115 0  28 1  31 1 1
26 106 0  40 1  24 1 3
27 91 1  85 1  55 1 3
28 82 0  79 0  23 1 3
29 51 1  46 1  44 1 2
30 117 0  33 1  51 1 3
31 91 0  62 1  38 1 1
32 117 0  30 1  51 1 3
33 99 1  85 1  72 1 1
34 97 1  55 1  65 1 1
35 112 0  50 1  29 1 2
36 64 0  35 1  32 1 2
37 34 1  50 1  35 1 3
38 47 1  95 0  29 1 4
39 57 0  25 1  56 0 1
40 87 0  87 0  32 1 2
41 74 1  95 1  63 1 2
42 92 1  74 1  64 1 3
43 101 0  43 1  34 1 3
44 66 0  94 0  20 1 1
45 79 0  39 1  35 1 2
46 33 1  98 0  48 1 4
47 110 0  48 1  52 1 2
48 89 0  34 1  76 0 1
49 120 0  87 0  24 1 2
50 101 0  39 1  32 1 1
51 80 1  59 1  56 1 2
52 86 0  25 1  28 1 4
53 70 0  51 1  28 1 1
54 45 1  84 0  35 1 1
55 101 0  67 1  35 1 3
56 67 1  36 1  39 1 2
57 73 1  97 1  54 1 4
58 91 1  68 1  53 1 2
59 80 1  93 0  44 1 2
60 117 0  75 1  49 1 2
(0,0,0) ; (87,79,117)
(87,0,0) ; (174,79,117)
(0,79,0) ; (87,158,117)
(87,79,0) ; (174,158,117)
(331,0,0) ; (395,91,75)
(395,0,0) ; (459,91,75)
(459,0,0) ; (523,91,75)
(523,0,0) ; (587,91,75)
(331,0,75) ; (416,91,130)
(416,0,75) ; (501,91,130)
(501,0,75) ; (586,91,130)
(331,0,130) ; (451,87,154)
(451,0,130) ; (571,87,154)
(426,159,0) ; (490,233,92)
(490,159,0) ; (587,232,54)
(490,159,54) ; (587,232,108)
(426,159,92) ; (490,233,184)
(490,159,108) ; (587,232,162)
(490,159,162) ; (587,232,216)
(426,159,184) ; (490,194,216)
(426,194,184) ; (490,229,216)
(0,158,0) ; (67,233,63)
(67,158,0) ; (162,232,63)
(0,158,63) ; (67,233,126)
(67,158,63) ; (162,232,126)
(427,92,0) ; (509,158,44)
(509,92,0) ; (587,159,88)
(427,92,44) ; (509,158,88)
(368,95,0) ; (397,190,47)
(397,95,0) ; (426,190,47)
(368,190,0) ; (426,233,47)
(368,95,47) ; (397,190,94)
(397,95,47) ; (426,190,94)
(368,190,47) ; (426,233,94)
(368,95,94) ; (425,164,160)
(368,164,94) ; (425,233,160)
(162,158,0) ; (279,233,49)
(162,158,49) ; (279,233,98)
(174,0,0) ; (226,88,78)
(226,0,0) ; (278,88,78)
(278,0,0) ; (330,88,78)
(174,0,78) ; (202,86,103)
(202,0,78) ; (230,86,103)
(230,0,78) ; (271,82,103)
(271,0,78) ; (299,86,103)
(299,0,78) ; (327,86,103)
(280,140,0) ; (324,233,80)
(324,140,0) ; (368,233,80)
(174,89,0) ; (267,158,33)
(174,89,33) ; (267,158,66)
(174,89,66) ; (265,157,119)
(268,91,0) ; (368,140,60)
(268,91,60) ; (366,139,93)
(283,161,80) ; (368,233,179)
(283,161,179) ; (330,231,218)
(330,161,179) ; (366,228,218)
(435,93,88) ; (511,158,150)
(511,93,88) ; (587,158,150)
(270,91,93) ; (315,138,137)
