(201,138,144)
(0,0,0)
(106,225,68)
(481,0,0)
(158,94,104)
(0,139,0)
(89,58,220)
(392,0,0)
(117,175,59)
(364,58,0)
(80,93,117)
(158,140,0)
(87,50,214)
(305,0,0)
(90,45,216)
(201,0,0)
(76,97,123)
(288,136,0)
(50,96,99)
(238,137,0)
(87,89,50)
(201,45,0)
(76,85,62)
(288,50,0)
(78,55,128)
(201,45,50)
(82,33,128)
(201,101,50)
(112,104,161)
(364,129,59)
(86,69,96)
(390,58,59)
(71,82,23)
(293,50,62)
(105,144,152)
(482,0,68)
(72,78,148)
(515,147,68)
(31,81,116)
(484,144,68)
(70,72,68)
(294,50,85)
(49,82,108)
(238,151,99)
(147,91,112)
(0,142,104)
(79,67,94)
(158,166,117)
(76,90,37)
(288,141,123)
(198,78,74)
(0,0,144)
(98,60,75)
(0,78,144)
(58,59,61)
(98,78,144)
(37,60,46)
(156,78,144)
(64,45,65)
(300,50,153)
(60,27,51)
(304,95,153)
(82,33,64)
(394,58,155)
(67,35,33)
(409,91,155)
(34,79,59)
(330,152,160)
(39,81,43)
(291,150,160)
(74,43,36)
(201,45,178)
(54,33,38)
(201,101,178)
(31,66,32)
(484,159,184)
(64,35,32)
(412,91,188)
(37,51,27)
(156,78,190)
