(80,111,219)
(0,0,0)
(120,94,215)
(467,0,0)
(87,120,201)
(0,113,0)
(107,138,116)
(480,95,0)
(90,97,219)
(80,0,0)
(75,135,184)
(87,98,0)
(209,96,110)
(271,137,0)
(79,78,220)
(388,0,0)
(106,124,96)
(162,109,0)
(117,68,193)
(170,0,0)
(81,59,93)
(386,78,0)
(37,78,216)
(351,0,0)
(62,69,162)
(289,0,0)
(111,41,100)
(170,68,0)
(69,58,144)
(317,78,0)
(34,67,48)
(283,69,0)
(31,62,60)
(285,69,48)
(80,55,72)
(387,78,93)
(98,95,84)
(162,138,96)
(91,29,104)
(162,109,96)
(111,41,100)
(170,68,100)
(31,62,60)
(285,69,108)
(112,92,96)
(367,138,110)
(77,92,76)
(290,138,110)
(102,58,104)
(480,173,116)
(102,76,36)
(480,97,116)
(43,57,75)
(343,78,144)
(24,42,32)
(319,78,144)
(61,70,67)
(521,103,152)
(41,61,61)
(480,112,152)
(61,61,41)
(289,0,162)
(63,47,53)
(404,78,165)
(83,38,40)
(162,194,180)
(44,45,39)
(162,149,180)
(34,48,33)
(206,146,180)
(73,108,36)
(87,120,184)
(38,56,33)
(329,174,186)
(32,53,32)
(297,177,186)
(53,32,32)
(314,142,186)
(95,58,26)
(170,0,193)
