0.0729
76 7601
587 233 220
60
1 59 1  46 1  68 1 3
2 73 1  94 1  55 1 5
3 85 0  31 1  50 1 2
4 99 1  70 1  58 1 1
5 79 0  52 1  27 1 3
6 34 1  41 1  73 0 2
7 65 1  80 1  76 1 2
8 108 0  81 1  50 1 5
9 117 0  89 0  28 1 3
10 69 1  67 1  40 1 1
11 93 0  41 1  68 1 2
12 95 0  66 0  27 1 2
13 116 0  91 0  21 1 4
14 88 1  55 1  53 1 3
15 85 0  43 1  25 1 5
16 107 1  60 1  56 1 3
17 62 1  67 1  53 1 1
18 115 1  77 1  75 1 1
19 66 1  41 1  69 1 3
20 73 1  100 1  71 1 2
21 94 0  30 1  39 1 3
22 65 1  52 1  56 1 1
23 95 1  82 1  52 1 2
24 120 0  60 0  22 1 2
25 107 0  54 0  20 1 1
26 35 1  77 0  45 1 2
27 62 1  55 1  57 1 2
28 42 1  39 1  64 1 4
29 42 1  38 1  39 1 1
30 61 1  50 1  78 1 2
31 50 1  42 1  77 1 1
32 38 1  52 0  25 1 1
33 104 0  57 0  20 1 2
34 103 0  95 0  29 1 2
35 50 1  59 1  33 1 2
36 85 0  68 1  40 1 3
37 48 1  31 1  43 1 2
38 101 0  34 1  37 1 2
39 103 0  42 1  53 1 2
40 52 1  75 1  42 1 1
41 40 1  25 1  21 1 2
42 93 0  43 1  41 1 2
43 95 0  34 1  52 1 2
44 41 1  66 1  53 1 4
45 42 0  31 1  20 1 2
46 101 0  41 1  78 1 2
47 38 1  38 1  21 1 2
48 68 1  97 1  69 1 1
49 40 1  42 1  31 1 4
50 100 1  58 1  79 1 2
51 70 0  84 0  23 1 3
52 90 1  50 1  66 1 3
53 84 1  74 1  65 1 3
54 62 1  63 1  49 1 1
55 77 0  84 0  26 1 1
56 116 0  57 1  54 1 4
57 93 0  83 0  41 1 1
58 93 0  100 0  24 1 4
59 39 1  78 0  47 1 1
60 86 0  31 1  70 0 1
(0,0,0) ; (89,117,28)
(89,0,0) ; (180,116,21)
(89,0,21) ; (180,116,42)
(0,0,28) ; (89,117,56)
(89,0,42) ; (180,116,63)
(0,0,56) ; (89,117,84)
(89,0,63) ; (180,116,84)
(487,0,0) ; (587,93,24)
(487,0,24) ; (587,93,48)
(487,0,48) ; (587,93,72)
(487,0,72) ; (546,46,140)
(487,46,72) ; (546,92,140)
(546,0,72) ; (587,93,140)
(487,0,140) ; (581,30,179)
(487,30,140) ; (537,91,218)
(537,30,140) ; (587,91,218)
(487,0,179) ; (581,30,218)
(0,117,0) ; (54,233,57)
(54,117,0) ; (108,233,57)
(0,117,57) ; (54,233,114)
(54,117,57) ; (108,233,114)
(0,117,114) ; (107,173,174)
(0,173,114) ; (107,229,174)
(487,162,0) ; (587,233,73)
(487,162,73) ; (587,233,146)
(487,162,146) ; (584,231,214)
(502,94,0) ; (587,162,40)
(502,94,40) ; (587,162,80)
(502,94,80) ; (587,162,120)
(502,94,120) ; (543,160,173)
(543,94,120) ; (584,160,173)
(383,0,0) ; (435,95,34)
(435,0,0) ; (487,95,34)
(383,0,34) ; (435,95,116)
(435,0,34) ; (487,95,116)
(383,0,116) ; (486,95,145)
(383,0,145) ; (486,95,174)
(383,0,174) ; (447,39,216)
(447,0,174) ; (485,39,216)
(383,39,174) ; (486,92,216)
(393,160,0) ; (487,233,55)
(393,160,55) ; (487,233,110)
(393,160,110) ; (487,233,165)
(393,160,165) ; (487,233,220)
(108,117,0) ; (187,175,100)
(108,175,0) ; (187,233,100)
(108,117,100) ; (147,181,142)
(147,117,100) ; (186,181,142)
(108,181,100) ; (183,233,142)
(350,95,0) ; (426,160,80)
(426,95,0) ; (502,160,80)
(350,95,80) ; (424,160,164)
(424,95,80) ; (498,160,164)
(180,0,0) ; (230,108,81)
(230,0,0) ; (280,108,81)
(280,0,0) ; (330,108,81)
(187,111,0) ; (253,180,41)
(187,180,0) ; (253,233,41)
(187,111,41) ; (253,180,82)
(187,180,41) ; (253,233,82)
(338,160,0) ; (393,233,94)
(330,0,0) ; (383,88,55)
(330,0,55) ; (383,88,110)
(330,0,110) ; (383,88,165)
(330,0,165) ; (382,79,192)
(254,159,0) ; (338,233,65)
(254,159,65) ; (338,229,88)
(260,109,0) ; (350,159,66)
(260,109,66) ; (350,159,132)
(260,109,132) ; (345,159,163)
(180,0,81) ; (230,108,162)
(230,0,81) ; (280,108,162)
(280,0,81) ; (330,66,171)
(280,66,81) ; (330,108,158)
(187,138,82) ; (253,233,109)
(187,138,109) ; (253,233,136)
(187,113,82) ; (239,138,120)
(0,0,84) ; (101,34,121)
(0,0,121) ; (101,34,158)
(0,0,158) ; (50,33,217)
(50,0,158) ; (100,33,217)
(0,34,84) ; (101,75,162)
(0,75,84) ; (101,116,162)
(101,0,84) ; (178,115,159)
(254,159,88) ; (338,229,111)
(254,159,111) ; (338,229,134)
(338,171,94) ; (393,233,151)
(338,171,151) ; (391,233,218)
(187,117,120) ; (227,138,145)
(261,159,134) ; (338,194,179)
(261,194,134) ; (338,229,179)
(187,140,136) ; (230,233,177)
(187,140,177) ; (230,233,218)
(230,195,136) ; (251,233,174)
(230,195,174) ; (251,233,212)
(230,153,136) ; (250,195,167)
(230,153,167) ; (250,195,198)
(108,148,142) ; (151,233,167)
(151,148,142) ; (182,233,192)
(108,148,167) ; (151,233,192)
(108,117,142) ; (156,148,185)
(156,127,142) ; (181,148,182)
(290,66,158) ; (330,108,189)
(290,66,189) ; (330,108,220)
(101,0,159) ; (169,46,218)
(101,46,159) ; (164,108,208)
(0,34,162) ; (99,104,220)
(180,0,162) ; (240,107,218)
(240,0,162) ; (279,78,209)
(260,109,163) ; (345,134,206)
(260,134,163) ; (345,159,206)
(446,95,164) ; (498,160,220)
(389,98,164) ; (446,160,219)
(350,96,164) ; (389,160,206)
(287,0,171) ; (330,31,219)
(288,31,171) ; (330,62,211)
(515,94,173) ; (584,160,214)
(0,172,174) ; (104,229,194)
(0,172,194) ; (104,229,214)
(0,119,174) ; (103,172,216)
(265,161,179) ; (338,195,220)
(265,195,179) ; (338,229,220)
(108,154,192) ; (160,233,219)
(330,0,192) ; (382,79,219)
