(91,232,177)
(0,0,0)
(141,76,216)
(446,0,0)
(89,156,110)
(498,77,0)
(269,96,90)
(229,137,0)
(100,66,218)
(91,0,0)
(136,120,85)
(91,113,0)
(85,79,214)
(361,0,0)
(97,47,214)
(91,66,0)
(45,61,107)
(453,76,0)
(99,79,182)
(191,0,0)
(79,56,86)
(374,79,0)
(70,79,113)
(291,0,0)
(91,33,153)
(188,79,0)
(90,58,80)
(284,79,0)
(34,20,78)
(227,117,0)
(80,54,139)
(294,79,80)
(73,112,93)
(91,117,85)
(52,115,66)
(164,114,85)
(79,53,93)
(374,79,86)
(108,91,126)
(390,139,90)
(107,92,112)
(283,138,90)
(54,80,103)
(229,150,90)
(39,54,50)
(457,76,107)
(89,72,109)
(498,161,110)
(59,82,74)
(528,79,110)
(30,76,106)
(498,85,110)
(68,51,96)
(291,0,113)
(54,27,96)
(305,51,113)
(50,103,66)
(164,126,151)
(91,31,46)
(188,79,153)
(37,48,32)
(459,76,157)
(86,112,43)
(0,0,177)
(71,104,43)
(0,125,177)
(33,75,41)
(91,154,178)
(33,102,29)
(124,127,178)
(20,34,39)
(91,120,178)
(75,44,33)
(378,79,179)
(68,74,34)
(191,0,182)
(29,75,24)
(259,0,182)
(50,80,36)
(537,81,184)
(54,48,27)
(229,182,193)
