0.071
43 4301
587 233 220
60
1 83 0  33 1  65 1 3
2 38 1  33 1  79 0 3
3 42 1  66 1  62 1 1
4 82 1  70 1  43 1 2
5 88 1  54 1  79 1 1
6 102 0  31 1  56 1 3
7 56 1  74 1  80 1 1
8 61 1  52 1  33 1 1
9 111 0  55 1  74 1 5
10 49 1  70 1  70 1 3
11 70 1  53 1  53 1 3
12 90 1  47 1  65 1 1
13 48 1  95 0  26 1 2
14 39 1  56 0  25 1 1
15 33 1  93 0  27 1 2
16 35 1  50 1  52 1 3
17 88 0  43 1  57 1 3
18 49 1  53 1  38 1 1
19 109 0  32 1  33 1 2
20 117 0  55 1  40 1 3
21 42 1  79 0  26 1 1
22 117 0  50 1  38 1 2
23 51 1  93 1  67 1 2
24 75 0  33 1  73 0 2
25 58 1  88 1  68 1 1
26 110 0  41 1  70 1 2
27 36 1  51 1  60 1 1
28 74 0  30 1  38 1 2
29 53 1  73 1  45 1 2
30 68 0  35 1  25 1 2
31 79 0  76 0  31 1 1
32 30 1  99 0  43 1 4
33 39 1  96 0  65 1 4
34 98 1  50 1  76 1 2
35 79 1  80 1  42 1 6
36 38 1  49 0  20 1 2
37 103 0  69 1  48 1 1
38 81 0  39 1  65 1 2
39 93 0  76 0  26 1 2
40 39 1  44 1  46 1 2
41 46 1  80 1  56 1 1
42 100 0  59 1  30 1 3
43 42 1  96 0  75 1 1
44 72 0  33 1  74 0 3
45 72 0  54 1  36 1 2
46 45 1  91 0  30 1 2
47 86 0  32 1  27 1 3
48 36 1  33 1  63 1 4
49 78 1  62 1  40 1 2
50 90 0  66 0  30 1 3
51 105 1  91 1  58 1 2
52 46 1  99 0  66 1 1
53 69 1  87 1  78 1 1
54 89 0  32 1  78 0 4
55 114 1  93 1  62 1 2
56 99 0  63 0  20 1 1
57 69 1  94 1  63 1 4
58 86 1  59 1  48 1 3
59 103 1  56 1  58 1 3
60 53 1  73 1  57 1 5
(0,0,0) ; (53,53,70)
(53,0,0) ; (106,53,70)
(106,0,0) ; (159,53,70)
(159,0,0) ; (235,50,98)
(0,0,70) ; (45,53,143)
(45,0,70) ; (102,53,143)
(102,0,70) ; (159,53,143)
(159,0,98) ; (235,50,196)
(0,0,143) ; (45,53,216)
(45,0,143) ; (102,53,216)
(102,0,143) ; (159,53,216)
(159,0,196) ; (197,49,216)
(197,0,196) ; (235,49,216)
(0,177,0) ; (103,233,58)
(103,177,0) ; (206,233,58)
(206,177,0) ; (309,233,58)
(0,177,58) ; (102,233,89)
(102,177,58) ; (204,233,89)
(204,177,58) ; (306,233,89)
(0,177,89) ; (80,233,163)
(80,177,89) ; (191,232,163)
(191,177,89) ; (302,232,163)
(350,0,0) ; (429,42,80)
(429,0,0) ; (508,42,80)
(508,0,0) ; (587,42,80)
(350,42,0) ; (429,84,80)
(429,42,0) ; (508,84,80)
(508,42,0) ; (587,84,80)
(350,0,80) ; (429,33,118)
(429,0,80) ; (508,33,118)
(508,0,80) ; (587,33,118)
(350,33,80) ; (467,83,118)
(467,33,80) ; (584,83,118)
(399,164,0) ; (493,233,63)
(493,164,0) ; (587,233,63)
(399,164,63) ; (493,233,126)
(493,164,63) ; (587,233,126)
(399,164,126) ; (492,231,177)
(492,164,126) ; (585,231,177)
(0,53,0) ; (58,144,105)
(58,53,0) ; (116,144,105)
(0,53,105) ; (57,141,148)
(57,53,105) ; (114,141,148)
(0,144,0) ; (109,177,32)
(0,144,32) ; (109,177,64)
(0,144,64) ; (36,177,127)
(36,144,64) ; (72,177,127)
(72,144,64) ; (108,177,127)
(470,84,0) ; (587,124,55)
(470,124,0) ; (587,164,55)
(109,147,0) ; (208,177,43)
(109,147,43) ; (208,177,86)
(109,147,86) ; (208,177,129)
(116,53,0) ; (230,146,62)
(116,53,62) ; (230,146,124)
(374,86,0) ; (470,125,65)
(374,125,0) ; (470,164,65)
(374,86,65) ; (470,125,130)
(374,125,65) ; (470,164,130)
(311,175,0) ; (399,233,68)
(311,175,68) ; (399,232,111)
(235,0,0) ; (346,74,55)
(235,0,55) ; (346,74,110)
(235,0,110) ; (346,74,165)
(208,147,0) ; (308,177,59)
(208,147,59) ; (308,177,118)
(208,147,118) ; (308,177,177)
(308,85,0) ; (374,175,30)
(308,85,30) ; (374,175,60)
(308,85,60) ; (373,175,107)
(230,74,0) ; (305,147,33)
(230,74,33) ; (305,147,66)
(230,74,66) ; (304,146,99)
(230,74,99) ; (304,146,132)
(541,84,55) ; (587,164,111)
(541,84,111) ; (587,123,155)
(541,123,111) ; (587,162,155)
(471,94,55) ; (541,164,104)
(471,94,104) ; (541,164,153)
(471,94,153) ; (541,164,202)
(308,92,107) ; (373,175,140)
(308,92,140) ; (373,173,179)
(311,178,111) ; (399,232,190)
(498,0,118) ; (541,82,188)
(541,0,118) ; (584,82,188)
(498,0,188) ; (584,27,220)
(498,27,188) ; (584,54,220)
(498,54,188) ; (584,81,220)
(409,0,118) ; (498,78,150)
(409,0,150) ; (496,78,219)
(357,0,118) ; (409,35,168)
(357,0,168) ; (409,35,218)
(350,35,118) ; (409,83,204)
(116,53,124) ; (194,142,156)
(116,53,156) ; (194,142,188)
(116,53,188) ; (194,142,220)
(194,53,124) ; (227,146,151)
(0,144,127) ; (93,177,154)
(109,147,129) ; (200,177,174)
(109,147,174) ; (200,177,219)
(377,88,130) ; (470,164,156)
(377,88,156) ; (470,164,182)
(230,74,132) ; (304,146,165)
(230,74,165) ; (302,110,219)
(230,110,165) ; (302,146,219)
(0,53,148) ; (110,94,218)
(0,94,148) ; (110,135,218)
(194,53,151) ; (227,136,216)
(0,144,154) ; (83,177,219)
(547,84,155) ; (587,162,217)
(0,179,163) ; (73,232,220)
(73,192,163) ; (190,232,218)
(190,184,163) ; (285,232,189)
(190,184,189) ; (285,232,215)
(235,0,165) ; (284,38,218)
(286,0,165) ; (346,36,216)
(235,38,165) ; (285,73,217)
(285,36,165) ; (346,69,217)
(523,165,177) ; (585,231,219)
(442,166,177) ; (523,231,216)
(406,168,177) ; (442,231,210)
(208,147,177) ; (307,177,220)
(311,95,179) ; (373,173,219)
(410,90,182) ; (440,164,220)
(440,90,182) ; (470,164,220)
(385,96,182) ; (410,164,217)
(320,190,190) ; (399,232,216)
