0.08
37 3701
587 233 220
40
1 112 0  100 0  37 1 4
2 49 1  96 0  37 1 4
3 85 0  69 0  26 1 2
4 68 1  75 1  74 1 2
5 56 1  99 0  35 1 1
6 118 0  29 1  54 1 7
7 40 1  90 0  62 1 5
8 119 0  28 1  60 0 4
9 108 0  60 1  31 1 3
10 93 1  70 1  50 1 3
11 30 1  95 0  77 0 4
12 118 0  46 1  52 1 4
13 45 1  32 1  60 1 1
14 101 0  61 1  32 1 5
15 52 1  43 1  51 1 3
16 96 1  58 1  66 1 3
17 60 1  44 1  35 1 3
18 52 1  74 0  33 1 3
19 86 0  44 1  27 1 6
20 54 1  29 1  75 0 2
21 54 1  54 1  80 1 1
22 83 1  83 1  71 1 2
23 46 1  81 1  72 1 3
24 58 1  94 1  50 1 5
25 37 1  98 0  63 1 7
26 107 1  67 1  56 1 2
27 93 0  39 1  55 1 4
28 76 0  77 0  29 1 1
29 112 0  42 1  57 1 3
30 81 1  49 1  65 1 2
31 119 0  53 0  22 1 3
32 88 1  54 1  72 1 5
33 98 0  46 1  49 1 5
34 77 0  74 0  25 1 3
35 63 1  84 1  50 1 3
36 100 0  42 1  22 1 4
37 76 0  45 1  37 1 4
38 72 1  82 1  76 1 2
39 34 1  95 0  59 1 3
40 55 1  43 1  60 1 5
(154,190,80) ; (0,0,0)
(291,100,160) ; (296,0,0)
(354,130,54) ; (233,103,0)
(60,43,110) ; (0,190,0)
(112,42,114) ; (60,191,0)
(78,186,84) ; (154,0,0)
(60,44,105) ; (172,189,0)
(64,101,93) ; (232,0,0)
(98,49,166) ; (487,184,54)
(92,81,134) ; (493,103,54)
(83,71,166) ; (404,162,54)
(88,54,160) ; (405,108,54)
(72,76,164) ; (332,157,54)
(98,74,126) ; (233,159,54)
(65,49,162) ; (340,108,54)
(99,56,35) ; (233,103,54)
(154,74,138) ; (0,0,80)
(120,108,31) ; (0,78,80)
(34,95,59) ; (120,91,80)
(53,119,136) ; (154,0,84)
(74,66,52) ; (154,119,84)
(22,100,126) ; (207,0,84)
(94,50,128) ; (233,109,89)
(61,101,32) ; (232,0,93)
(55,43,60) ; (172,190,105)
(60,43,110) ; (0,190,110)
(119,60,28) ; (0,126,111)
(118,46,52) ; (0,78,111)
(112,42,57) ; (60,191,114)
(58,96,66) ; (232,0,125)
(72,46,81) ; (154,139,136)
(119,60,28) ; (0,126,139)
(34,95,59) ; (120,91,139)
(214,67,56) ; (373,0,160)
(118,29,54) ; (469,67,160)
(86,27,44) ; (383,67,160)
(34,95,59) ; (339,0,160)
(32,45,60) ; (307,0,160)
(43,51,52) ; (296,45,160)
(118,46,52) ; (0,78,163)
(52,43,51) ; (172,190,165)
(119,60,28) ; (0,126,167)
(96,37,49) ; (60,196,171)
(90,62,40) ; (233,171,180)
(85,69,26) ; (498,114,188)
(44,86,27) ; (232,0,191)
(119,53,22) ; (0,133,195)
