0.0699
26 2601
587 233 220
40
1 35 1  52 1  51 1 1
2 81 1  73 1  79 1 4
3 114 0  66 0  22 1 3
4 116 0  54 1  42 1 4
5 52 1  95 1  60 1 5
6 103 0  72 1  39 1 5
7 86 0  38 1  66 1 2
8 51 1  63 1  78 1 5
9 49 1  90 0  35 1 3
10 91 0  69 0  34 1 1
11 106 0  73 0  20 1 2
12 32 1  34 1  55 1 1
13 70 0  73 0  31 1 4
14 57 1  52 1  69 1 3
15 118 1  81 1  72 1 4
16 49 1  83 1  49 1 2
17 65 0  100 0  22 1 2
18 75 0  56 1  35 1 3
19 78 0  69 1  39 1 4
20 38 1  33 1  40 1 1
21 106 0  92 0  29 1 4
22 68 1  55 1  66 1 5
23 47 1  47 1  56 1 4
24 44 1  77 1  59 1 2
25 50 1  74 0  26 1 2
26 38 1  68 1  59 1 2
27 95 0  73 0  33 1 3
28 32 1  89 0  33 1 2
29 68 1  95 0  36 1 2
30 107 1  76 1  69 1 3
31 33 1  44 1  60 1 5
32 72 1  85 0  39 1 4
33 110 1  97 1  69 1 2
34 85 0  92 0  28 1 4
35 85 1  83 1  63 1 1
36 58 1  81 0  31 1 3
37 41 1  41 1  73 1 1
38 72 1  99 1  57 1 5
39 116 0  49 1  40 1 3
40 84 0  49 1  39 1 4
(0,0,0) ; (107,76,69)
(0,0,69) ; (107,76,138)
(0,0,138) ; (35,75,194)
(35,0,138) ; (70,75,194)
(70,0,138) ; (105,75,194)
(0,0,194) ; (50,74,220)
(50,0,194) ; (100,74,220)
(506,0,0) ; (587,79,73)
(506,79,0) ; (587,158,73)
(506,0,73) ; (587,79,146)
(506,79,73) ; (587,158,146)
(506,0,146) ; (584,39,215)
(506,39,146) ; (584,78,215)
(506,78,146) ; (584,117,215)
(506,117,146) ; (584,156,215)
(0,161,0) ; (57,233,99)
(57,161,0) ; (114,233,99)
(114,161,0) ; (171,233,99)
(171,161,0) ; (228,233,99)
(228,161,0) ; (285,233,99)
(0,161,99) ; (81,233,217)
(81,161,99) ; (162,233,217)
(162,161,99) ; (243,233,217)
(243,161,99) ; (281,229,158)
(243,161,158) ; (281,229,217)
(492,160,0) ; (587,233,33)
(492,160,33) ; (587,233,66)
(492,160,66) ; (587,233,99)
(492,160,99) ; (587,196,167)
(492,196,99) ; (587,232,167)
(0,76,0) ; (39,161,72)
(39,76,0) ; (78,161,72)
(78,76,0) ; (117,161,72)
(0,76,72) ; (116,118,126)
(0,118,72) ; (116,160,126)
(0,76,126) ; (116,118,180)
(0,118,126) ; (116,160,180)
(286,0,0) ; (396,69,97)
(396,0,0) ; (506,69,97)
(286,0,97) ; (341,68,163)
(341,0,97) ; (396,68,163)
(396,0,97) ; (451,68,163)
(451,0,97) ; (506,68,163)
(286,0,163) ; (400,66,185)
(400,0,163) ; (500,65,185)
(286,155,0) ; (389,194,72)
(389,155,0) ; (492,194,72)
(286,194,0) ; (389,233,72)
(389,194,0) ; (492,233,72)
(286,155,72) ; (337,233,135)
(337,155,72) ; (388,233,135)
(388,155,72) ; (439,233,135)
(439,155,72) ; (490,233,135)
(107,0,0) ; (221,66,22)
(221,0,0) ; (281,33,44)
(221,33,0) ; (281,66,44)
(107,0,22) ; (221,66,44)
(107,0,44) ; (193,66,82)
(193,0,44) ; (279,66,82)
(379,69,0) ; (428,152,49)
(428,69,0) ; (467,153,49)
(467,69,0) ; (506,153,49)
(379,69,49) ; (428,152,98)
(428,69,49) ; (467,153,98)
(467,69,49) ; (506,153,98)
(117,66,0) ; (177,161,52)
(177,66,0) ; (237,161,52)
(117,66,52) ; (177,161,104)
(177,66,52) ; (237,161,104)
(287,69,0) ; (379,154,28)
(287,69,28) ; (379,154,56)
(287,69,56) ; (379,154,84)
(287,69,84) ; (379,154,112)
(237,66,0) ; (286,156,35)
(237,66,35) ; (286,156,70)
(237,66,70) ; (286,156,105)
(107,0,82) ; (190,63,167)
(190,0,82) ; (245,66,150)
(245,0,82) ; (278,60,126)
(245,0,126) ; (278,60,170)
(388,69,98) ; (506,150,170)
(388,69,170) ; (504,109,219)
(388,109,170) ; (504,149,219)
(117,66,104) ; (223,158,133)
(117,66,133) ; (223,158,162)
(117,66,162) ; (223,158,191)
(117,66,191) ; (223,158,220)
(237,66,105) ; (284,113,161)
(237,66,161) ; (284,113,217)
(237,115,105) ; (278,156,178)
(303,69,112) ; (379,138,219)
(372,156,135) ; (431,233,179)
(431,156,135) ; (490,233,179)
(287,161,135) ; (372,233,174)
(190,0,150) ; (242,57,219)
(492,172,167) ; (587,232,219)
(107,0,167) ; (185,63,218)
(245,0,170) ; (278,60,214)
(299,163,174) ; (372,233,205)
(237,116,178) ; (275,156,211)
(384,160,179) ; (490,233,199)
(384,160,199) ; (490,233,219)
(0,128,180) ; (89,160,213)
(0,76,180) ; (116,125,220)
(338,0,185) ; (419,58,216)
(419,0,185) ; (500,58,216)
(286,0,185) ; (338,51,220)
