0.0487
20 2001
587 233 220
40
1 53 1  54 1  65 1 6
2 70 1  43 1  75 1 4
3 82 0  36 1  28 1 4
4 92 0  44 1  50 1 4
5 91 1  77 1  48 1 5
6 44 1  67 1  79 1 2
7 33 1  54 1  54 1 4
8 95 0  66 1  36 1 6
9 39 1  47 1  31 1 1
10 40 1  26 1  55 0 5
11 52 0  79 0  25 1 4
12 33 1  47 1  58 1 3
13 77 1  56 1  64 1 5
14 84 0  25 1  67 0 2
15 78 0  53 1  32 1 3
16 114 1  67 1  75 1 6
17 68 1  87 1  78 1 3
18 45 1  68 1  71 1 3
19 91 0  78 0  26 1 3
20 53 1  37 1  31 1 3
21 33 1  92 0  62 1 3
22 42 1  93 0  42 1 1
23 79 0  48 1  30 1 2
24 82 0  30 1  50 1 1
25 93 0  97 0  28 1 3
26 34 1  41 1  32 1 2
27 114 0  57 1  30 1 2
28 115 1  88 1  60 1 2
29 45 1  77 1  47 1 1
30 110 1  83 1  71 1 4
31 84 0  32 1  25 1 4
32 43 1  61 1  74 1 8
33 64 0  53 1  30 1 7
34 35 1  79 0  26 1 4
35 72 0  53 1  29 1 4
36 38 1  87 0  71 1 5
37 108 0  88 0  30 1 4
38 51 0  25 1  60 0 4
39 77 1  92 1  59 1 2
40 67 1  50 1  36 1 5
(264,67,150) ; (0,0,0)
(71,166,220) ; (0,67,0)
(150,163,192) ; (437,70,0)
(45,68,213) ; (542,0,0)
(234,68,162) ; (308,0,0)
(65,162,167) ; (71,71,0)
(223,88,120) ; (136,145,0)
(77,92,166) ; (360,141,0)
(91,78,78) ; (136,67,0)
(95,72,132) ; (342,68,0)
(44,67,79) ; (264,0,0)
(56,77,64) ; (227,67,0)
(58,72,106) ; (284,68,0)
(56,77,64) ; (227,67,64)
(87,76,71) ; (136,67,78)
(44,67,79) ; (264,0,79)
(58,66,47) ; (284,68,106)
(124,88,100) ; (136,145,120)
(67,36,100) ; (292,197,120)
(30,82,98) ; (260,151,120)
(60,51,100) ; (299,146,120)
(55,40,26) ; (227,67,128)
(53,37,31) ; (227,107,128)
(87,71,38) ; (350,68,132)
(87,76,71) ; (136,67,149)
(190,66,36) ; (0,0,150)
(64,67,53) ; (190,0,150)
(54,54,66) ; (288,68,153)
(55,40,26) ; (227,67,154)
(41,64,34) ; (264,0,158)
(47,33,58) ; (227,111,159)
(228,30,57) ; (308,0,162)
(164,36,56) ; (372,30,162)
(54,33,54) ; (318,30,162)
(70,79,52) ; (367,153,166)
(64,78,53) ; (71,152,167)
(32,78,53) ; (71,71,167)
(30,79,48) ; (103,71,167)
(84,67,50) ; (353,68,170)
(47,31,39) ; (227,67,180)
(184,62,33) ; (0,0,186)
(93,97,28) ; (491,136,192)
(80,55,26) ; (504,70,192)
(52,158,25) ; (439,75,192)
(40,55,26) ; (264,0,192)
