0.0528
33 3301
587 233 220
40
1 104 1  88 1  72 1 5
2 92 1  62 1  56 1 3
3 60 1  65 1  71 1 2
4 95 1  87 1  48 1 1
5 41 1  58 1  63 1 3
6 107 0  46 1  28 1 4
7 92 0  32 1  28 1 2
8 38 1  83 0  22 1 2
9 56 0  57 0  23 1 7
10 70 0  44 1  26 1 4
11 57 1  39 1  42 1 3
12 88 1  89 1  64 1 4
13 74 1  86 1  62 1 4
14 82 0  58 0  23 1 7
15 58 1  34 1  48 1 5
16 115 0  48 1  77 1 5
17 49 1  66 0  28 1 1
18 45 1  99 0  32 1 3
19 57 1  94 0  38 1 1
20 61 1  36 1  46 1 5
21 61 1  56 1  69 1 2
22 67 1  55 1  50 1 2
23 106 0  33 1  48 1 2
24 100 0  38 1  54 1 6
25 75 1  89 1  50 1 6
26 70 1  70 1  37 1 3
27 95 0  62 1  47 1 6
28 59 0  27 1  47 1 5
29 78 0  32 1  38 1 4
30 66 1  68 1  47 1 3
31 69 0  58 0  26 1 2
32 88 0  37 1  33 1 5
33 39 1  28 1  39 1 5
34 62 1  69 1  40 1 4
35 40 1  28 1  65 0 3
36 76 0  88 0  32 1 3
37 81 0  28 1  20 1 5
38 63 0  99 0  30 1 3
39 102 1  56 1  71 1 5
40 116 0  82 0  22 1 4
(0,0,0) ; (72,88,104)
(72,0,0) ; (144,88,104)
(0,88,0) ; (72,176,104)
(72,88,0) ; (144,176,104)
(409,0,0) ; (498,75,50)
(498,0,0) ; (587,75,50)
(409,0,50) ; (498,75,100)
(498,0,50) ; (587,75,100)
(409,0,100) ; (498,75,150)
(498,0,100) ; (587,75,150)
(409,0,150) ; (495,74,212)
(495,0,150) ; (581,74,212)
(411,169,0) ; (499,233,89)
(499,169,0) ; (587,233,89)
(411,169,89) ; (499,233,178)
(499,169,89) ; (587,233,178)
(411,169,178) ; (489,201,216)
(489,169,178) ; (567,201,216)
(411,201,178) ; (489,233,216)
(489,201,178) ; (567,233,216)
(0,177,0) ; (62,233,92)
(62,177,0) ; (124,233,92)
(124,177,0) ; (186,233,92)
(186,177,0) ; (293,205,46)
(186,205,0) ; (293,233,46)
(186,177,46) ; (293,205,92)
(186,205,46) ; (293,233,92)
(0,177,92) ; (57,233,115)
(57,177,92) ; (114,233,115)
(114,177,92) ; (171,233,115)
(171,177,92) ; (228,233,115)
(228,177,92) ; (285,233,115)
(0,177,115) ; (71,233,217)
(71,177,115) ; (142,233,217)
(142,177,115) ; (213,233,217)
(213,177,115) ; (284,233,217)
(492,75,0) ; (587,122,62)
(492,122,0) ; (587,169,62)
(492,75,62) ; (587,122,124)
(492,122,62) ; (587,169,124)
(144,0,0) ; (232,76,32)
(232,0,0) ; (347,77,48)
(144,0,32) ; (232,76,64)
(232,0,48) ; (347,77,96)
(144,0,64) ; (232,76,96)
(144,0,96) ; (244,38,150)
(244,0,96) ; (344,38,150)
(144,38,96) ; (244,76,150)
(244,38,96) ; (344,76,150)
(420,77,0) ; (456,123,61)
(456,77,0) ; (492,123,61)
(420,123,0) ; (456,169,61)
(456,123,0) ; (492,169,61)
(295,151,0) ; (353,233,23)
(353,151,0) ; (411,233,23)
(295,151,23) ; (411,233,45)
(295,151,45) ; (353,233,68)
(353,151,45) ; (411,233,68)
(295,151,68) ; (353,233,91)
(353,151,68) ; (411,233,91)
(295,151,91) ; (411,233,113)
(295,151,113) ; (411,233,135)
(295,151,135) ; (411,233,157)
(347,0,0) ; (409,74,86)
(347,0,86) ; (409,74,172)
(144,78,0) ; (207,177,30)
(207,78,0) ; (239,177,45)
(144,78,30) ; (207,177,60)
(207,78,45) ; (239,177,90)
(144,78,60) ; (207,177,90)
(350,75,0) ; (420,112,70)
(350,112,0) ; (420,149,70)
(239,77,0) ; (294,127,67)
(239,127,0) ; (294,177,67)
(239,77,67) ; (293,177,105)
(294,77,0) ; (350,148,102)
(294,77,102) ; (350,146,163)
(420,81,61) ; (492,169,165)
(420,81,165) ; (490,125,191)
(420,125,165) ; (490,169,191)
(420,81,191) ; (490,125,217)
(420,125,191) ; (490,169,217)
(351,75,70) ; (420,137,110)
(351,75,110) ; (420,137,150)
(351,75,150) ; (420,137,190)
(351,75,190) ; (420,133,216)
(144,78,90) ; (232,111,127)
(144,111,90) ; (232,144,127)
(144,144,90) ; (232,177,127)
(0,0,104) ; (71,60,169)
(71,0,104) ; (142,60,169)
(0,0,169) ; (47,59,196)
(47,0,169) ; (94,59,196)
(94,0,169) ; (141,59,196)
(0,0,196) ; (56,57,219)
(56,0,196) ; (138,58,219)
(0,60,104) ; (48,118,138)
(0,118,104) ; (48,176,138)
(0,60,138) ; (48,175,215)
(48,61,104) ; (96,176,181)
(96,61,104) ; (144,176,181)
(239,77,105) ; (293,177,143)
(492,75,124) ; (587,122,186)
(492,122,124) ; (587,169,186)
(144,82,127) ; (231,177,175)
(239,78,143) ; (271,177,188)
(271,96,143) ; (291,177,171)
(271,96,171) ; (291,177,199)
(144,0,150) ; (210,47,218)
(210,0,150) ; (276,47,218)
(276,0,150) ; (342,47,218)
(144,47,150) ; (209,75,190)
(209,47,150) ; (274,75,190)
(274,47,150) ; (339,75,190)
(295,192,157) ; (353,233,220)
(353,192,157) ; (411,233,220)
(342,152,157) ; (411,192,219)
(296,156,157) ; (342,192,218)
(301,77,163) ; (350,143,191)
(351,0,172) ; (409,34,220)
(351,34,172) ; (409,68,220)
(144,120,175) ; (183,148,214)
(144,148,175) ; (183,176,214)
(183,120,175) ; (225,177,214)
(144,82,175) ; (227,120,197)
(144,82,197) ; (227,120,219)
(48,92,181) ; (87,120,220)
(48,120,181) ; (87,148,220)
(48,148,181) ; (87,176,220)
(87,92,181) ; (144,134,220)
(87,134,181) ; (144,176,220)
(48,61,181) ; (140,89,213)
(513,81,186) ; (550,169,219)
(550,81,186) ; (587,169,219)
(493,88,186) ; (513,169,214)
(239,85,188) ; (267,177,220)
(144,47,190) ; (225,75,210)
(225,47,190) ; (306,75,210)
(303,77,191) ; (350,136,218)
