0.0576
55 5501
587 233 220
40
1 78 1  92 1  51 1 1
2 97 0  35 1  76 0 5
3 96 0  79 1  43 1 4
4 34 1  39 1  35 1 4
5 92 0  58 0  21 1 4
6 34 1  59 1  74 0 1
7 40 1  43 1  33 1 4
8 94 1  96 1  74 1 3
9 101 0  35 1  41 1 3
10 85 1  49 1  62 1 2
11 120 0  57 1  39 1 7
12 48 1  77 1  51 1 4
13 88 1  61 1  49 1 4
14 36 1  29 1  35 1 9
15 113 0  52 1  33 1 2
16 104 1  97 1  67 1 2
17 33 1  46 1  47 1 7
18 43 1  59 0  22 1 6
19 78 0  88 0  26 1 2
20 55 1  98 1  68 1 4
21 84 0  26 1  70 0 7
22 62 1  58 1  38 1 4
23 102 1  53 1  72 1 6
24 78 0  50 1  26 1 7
25 111 0  29 1  35 1 3
26 48 1  49 1  40 1 5
27 70 0  32 1  52 1 7
28 100 0  47 1  25 1 5
29 36 1  69 1  70 1 5
30 78 0  42 1  34 1 3
31 104 0  34 1  45 1 2
32 54 1  51 1  76 1 3
33 104 0  29 1  61 0 4
34 83 0  52 1  27 1 5
35 103 0  44 1  50 1 5
36 45 1  37 1  70 1 4
37 58 0  97 0  23 1 9
38 60 1  60 1  42 1 4
39 79 0  28 1  62 0 3
40 95 0  27 1  42 1 5
(0,0,0) ; (120,39,57)
(120,0,0) ; (240,39,57)
(0,39,0) ; (120,78,57)
(120,39,0) ; (240,78,57)
(0,0,57) ; (88,78,83)
(88,0,57) ; (138,78,83)
(138,0,57) ; (188,78,83)
(188,0,57) ; (238,78,83)
(0,0,83) ; (50,78,109)
(50,0,83) ; (100,78,109)
(100,0,83) ; (150,78,109)
(150,0,83) ; (200,78,109)
(200,0,83) ; (234,39,118)
(200,39,83) ; (234,78,118)
(0,0,109) ; (92,78,160)
(92,0,109) ; (146,76,160)
(146,0,109) ; (200,76,160)
(200,0,118) ; (234,78,160)
(0,78,0) ; (53,180,72)
(53,78,0) ; (106,180,72)
(0,180,0) ; (102,233,72)
(0,78,72) ; (53,180,144)
(53,78,72) ; (106,180,144)
(0,180,72) ; (102,233,144)
(489,0,0) ; (587,68,55)
(489,68,0) ; (587,136,55)
(489,0,55) ; (587,68,110)
(489,68,55) ; (587,136,110)
(489,0,110) ; (586,67,214)
(489,67,110) ; (586,134,214)
(511,136,0) ; (587,233,35)
(511,136,35) ; (587,233,70)
(511,136,70) ; (587,233,105)
(511,136,105) ; (585,232,199)
(331,163,0) ; (415,233,26)
(415,163,0) ; (447,233,52)
(447,163,0) ; (479,233,52)
(479,163,0) ; (511,233,52)
(331,163,26) ; (415,233,52)
(331,163,52) ; (367,233,121)
(367,163,52) ; (403,233,121)
(403,163,52) ; (439,233,121)
(439,163,52) ; (475,233,121)
(475,163,52) ; (511,233,121)
(331,163,121) ; (415,233,147)
(415,163,121) ; (447,233,173)
(447,163,121) ; (479,233,173)
(479,163,121) ; (511,233,173)
(331,163,147) ; (415,233,173)
(331,163,173) ; (435,197,218)
(331,197,173) ; (435,231,218)
(435,163,173) ; (472,233,218)
(472,163,173) ; (509,233,218)
(395,0,0) ; (489,74,96)
(395,0,96) ; (489,74,192)
(395,0,192) ; (479,70,218)
(106,136,0) ; (164,233,23)
(164,136,0) ; (222,233,23)
(222,136,0) ; (280,233,23)
(106,136,23) ; (164,233,46)
(164,136,23) ; (222,233,46)
(222,136,23) ; (280,233,46)
(106,136,46) ; (149,232,125)
(149,136,46) ; (192,232,125)
(192,136,46) ; (235,232,125)
(235,136,46) ; (278,232,125)
(416,136,0) ; (511,163,42)
(416,136,42) ; (511,163,84)
(416,136,84) ; (511,163,126)
(416,136,126) ; (511,163,168)
(401,74,0) ; (489,135,49)
(401,74,49) ; (489,135,98)
(401,74,98) ; (489,135,147)
(401,74,147) ; (443,134,207)
(443,74,147) ; (485,134,207)
(106,78,0) ; (144,136,62)
(144,78,0) ; (182,136,62)
(182,78,0) ; (220,136,62)
(220,78,0) ; (258,136,62)
(106,78,62) ; (142,107,97)
(106,107,62) ; (142,136,97)
(142,78,62) ; (253,107,97)
(142,107,62) ; (253,136,97)
(292,0,0) ; (395,50,44)
(292,0,44) ; (395,50,88)
(292,0,88) ; (395,50,132)
(292,0,132) ; (395,50,176)
(292,0,176) ; (395,50,220)
(240,0,0) ; (291,77,48)
(240,0,48) ; (291,77,96)
(240,0,96) ; (291,76,150)
(333,136,0) ; (416,163,52)
(333,136,52) ; (416,163,104)
(333,136,104) ; (416,163,156)
(333,136,156) ; (416,163,208)
(295,50,0) ; (395,97,25)
(295,50,25) ; (395,97,50)
(295,50,50) ; (395,97,75)
(295,50,75) ; (395,97,100)
(295,50,100) ; (395,97,125)
(295,50,125) ; (328,97,171)
(328,50,125) ; (361,97,171)
(361,50,125) ; (394,97,171)
(295,50,171) ; (328,96,218)
(328,50,171) ; (361,96,218)
(361,50,171) ; (394,96,218)
(280,137,0) ; (331,185,77)
(280,185,0) ; (331,233,77)
(281,97,0) ; (401,136,57)
(281,97,57) ; (401,136,114)
(281,97,114) ; (401,136,171)
(258,77,0) ; (280,136,43)
(258,77,43) ; (280,136,86)
(282,137,77) ; (331,185,117)
(282,185,77) ; (331,233,117)
(282,137,117) ; (331,185,157)
(282,185,117) ; (331,233,157)
(258,77,86) ; (280,136,129)
(106,78,97) ; (142,107,132)
