0.066
17 1701
587 233 220
40
1 71 1  60 1  54 1 5
2 97 0  34 1  56 1 5
3 74 0  33 1  32 1 1
4 46 1  70 1  79 1 6
5 119 1  68 1  74 1 1
6 69 0  85 0  31 1 4
7 55 1  72 1  37 1 4
8 85 0  84 0  37 1 3
9 76 0  87 0  37 1 2
10 82 0  92 0  32 1 1
11 81 0  80 0  38 1 2
12 70 0  45 1  23 1 8
13 73 1  68 1  38 1 2
14 50 1  42 1  69 1 2
15 62 1  94 1  51 1 3
16 61 1  60 1  31 1 3
17 36 1  38 1  61 1 2
18 72 1  79 1  74 1 7
19 110 0  44 1  33 1 5
20 82 1  42 1  79 1 6
21 37 1  74 0  35 1 5
22 94 1  57 1  59 1 7
23 86 0  30 1  75 0 5
24 63 0  35 1  29 1 4
25 69 0  33 1  44 1 4
26 99 1  55 1  72 1 5
27 102 0  30 1  26 1 5
28 56 1  30 1  68 0 3
29 47 1  65 1  47 1 4
30 54 1  64 1  71 1 4
31 58 1  33 1  72 0 5
32 79 0  100 0  24 1 5
33 115 0  46 1  26 1 4
34 44 1  47 1  28 1 2
35 64 0  57 1  32 1 2
36 101 0  59 1  31 1 3
37 47 1  38 1  38 1 5
38 37 1  56 1  73 1 4
39 70 0  96 0  26 1 2
40 66 1  86 0  42 1 6
(0,0,0) ; (79,74,72)
(79,0,0) ; (158,74,72)
(158,0,0) ; (237,74,72)
(0,74,0) ; (79,148,72)
(79,74,0) ; (158,148,72)
(158,74,0) ; (237,148,72)
(0,0,72) ; (55,72,109)
(0,72,72) ; (55,144,109)
(55,0,72) ; (90,74,109)
(55,74,72) ; (90,148,109)
(90,0,72) ; (125,74,109)
(90,74,72) ; (125,148,109)
(125,0,72) ; (181,73,109)
(181,0,72) ; (237,73,109)
(125,73,72) ; (181,146,109)
(181,73,72) ; (237,146,109)
(0,0,109) ; (37,72,164)
(0,72,109) ; (37,144,164)
(37,0,109) ; (136,72,164)
(37,72,109) ; (136,144,164)
(136,0,109) ; (235,72,164)
(136,72,109) ; (235,144,164)
(516,0,0) ; (587,54,60)
(516,54,0) ; (587,108,60)
(516,108,0) ; (587,162,60)
(516,0,60) ; (587,54,124)
(516,54,60) ; (587,108,124)
(516,108,60) ; (587,162,124)
(516,0,124) ; (586,23,169)
(516,23,124) ; (586,46,169)
(516,46,124) ; (586,69,169)
(516,69,124) ; (586,92,169)
(516,92,124) ; (586,115,169)
(516,115,124) ; (586,138,169)
(516,138,124) ; (586,161,169)
(516,0,169) ; (586,79,215)
(516,79,169) ; (586,158,215)
(0,149,0) ; (79,191,82)
(79,149,0) ; (158,191,82)
(0,191,0) ; (79,233,82)
(79,191,0) ; (158,233,82)
(0,149,82) ; (79,231,124)
(79,149,82) ; (158,231,124)
(454,162,0) ; (508,233,60)
(508,162,0) ; (587,232,46)
(508,162,46) ; (587,232,92)
(454,162,60) ; (508,233,120)
(508,162,92) ; (587,232,138)
(454,162,120) ; (508,233,184)
(508,162,138) ; (587,232,184)
(454,162,184) ; (498,231,217)
(498,162,184) ; (542,231,217)
(542,162,184) ; (586,231,217)
(345,0,0) ; (402,94,59)
(402,0,0) ; (459,94,59)
(459,0,0) ; (516,94,59)
(345,0,59) ; (402,94,118)
(402,0,59) ; (459,94,118)
(459,0,59) ; (516,94,118)
(360,171,0) ; (454,233,51)
(360,171,51) ; (454,233,102)
(360,171,102) ; (454,233,153)
(360,171,153) ; (420,202,214)
(360,202,153) ; (420,233,214)
(420,171,153) ; (451,231,214)
(440,94,0) ; (478,162,73)
(478,94,0) ; (516,162,73)
(440,94,73) ; (514,162,192)
(158,149,0) ; (244,191,66)
(158,191,0) ; (244,233,66)
(158,149,66) ; (243,233,103)
(158,149,103) ; (243,233,140)
(158,149,140) ; (243,233,177)
(353,95,0) ; (440,171,37)
(353,95,37) ; (440,171,74)
(353,95,74) ; (439,170,104)
(353,95,104) ; (439,170,134)
(245,207,0) ; (360,233,46)
(245,207,46) ; (360,233,92)
(245,207,92) ; (360,233,138)
(245,207,138) ; (360,233,184)
(245,207,184) ; (347,233,214)
(237,0,0) ; (312,86,30)
(237,86,0) ; (311,119,32)
(237,0,30) ; (312,86,60)
(237,86,32) ; (309,119,90)
(237,0,60) ; (312,86,90)
(312,0,0) ; (345,110,44)
(312,0,44) ; (345,110,88)
(288,174,0) ; (360,207,58)
(288,174,58) ; (360,207,116)
(288,174,116) ; (360,207,174)
(288,174,174) ; (357,207,218)
(244,121,0) ; (286,207,66)
(244,121,66) ; (286,207,132)
(288,127,0) ; (353,174,47)
(288,127,47) ; (353,174,94)
(288,127,94) ; (353,174,141)
(312,0,88) ; (345,110,132)
(237,0,90) ; (306,85,121)
(237,0,121) ; (306,85,152)
(237,85,90) ; (309,118,148)
(358,0,118) ; (459,31,177)
(358,31,118) ; (459,62,177)
(358,62,118) ; (459,93,177)
(459,0,118) ; (516,94,177)
(0,152,124) ; (100,231,148)
(0,152,148) ; (100,231,172)
(0,152,172) ; (100,231,196)
(0,152,196) ; (100,231,220)
(100,163,124) ; (156,231,154)
(100,163,154) ; (156,231,184)
(100,163,184) ; (156,231,214)
(312,0,132) ; (345,110,176)
(312,0,176) ; (345,110,220)
(244,131,132) ; (282,169,179)
(244,169,132) ; (282,207,179)
(353,104,134) ; (439,170,176)
(353,104,176) ; (439,170,218)
(288,127,141) ; (353,174,188)
(237,85,148) ; (300,114,183)
(237,85,183) ; (300,114,218)
(237,0,152) ; (306,85,183)
(237,0,183) ; (306,85,214)
(0,0,164) ; (97,34,220)
(0,34,164) ; (97,68,220)
(0,68,164) ; (97,102,220)
(97,0,164) ; (131,97,220)
(0,102,164) ; (69,144,214)
(69,102,164) ; (138,144,214)
(131,0,164) ; (203,99,219)
(203,0,164) ; (233,102,190)
(203,0,190) ; (233,102,216)
(138,110,164) ; (235,144,220)
(436,0,177) ; (516,81,215)
(364,0,177) ; (400,61,215)
(400,0,177) ; (436,61,215)
(158,153,177) ; (239,233,215)
(373,61,177) ; (436,90,212)
(244,133,179) ; (281,207,214)
(290,139,188) ; (353,174,217)
(444,117,192) ; (514,162,215)
