0.0603
34 3401
587 233 220
40
1 86 0  36 1  37 1 2
2 72 1  82 1  53 1 4
3 86 0  31 1  47 1 6
4 51 1  67 1  45 1 7
5 90 0  39 1  59 1 4
6 114 0  76 0  21 1 7
7 37 1  27 1  79 0 4
8 48 1  90 1  78 1 2
9 89 0  85 0  20 1 6
10 110 0  90 0  27 1 3
11 69 1  77 1  48 1 4
12 43 1  40 1  51 1 7
13 48 1  27 1  61 0 4
14 33 1  57 1  79 0 3
15 34 1  61 0  24 1 4
16 43 1  54 1  43 1 3
17 72 1  89 1  55 1 3
18 52 1  81 1  59 1 3
19 61 1  31 1  76 0 9
20 52 0  25 1  58 0 6
21 62 1  61 1  65 1 1
22 47 1  34 1  75 0 7
23 46 1  83 0  41 1 4
24 107 0  48 1  37 1 7
25 112 0  65 0  25 1 2
26 95 0  44 1  29 1 7
27 55 1  74 1  65 1 3
28 50 0  77 0  21 1 5
29 106 0  39 1  51 1 1
30 120 0  30 1  58 1 4
31 38 1  49 0  24 1 5
32 44 1  30 1  30 1 8
33 53 1  62 1  48 1 10
34 30 1  76 0  46 1 3
35 104 0  54 1  51 1 5
36 100 0  87 0  39 1 2
37 118 0  45 1  76 1 3
38 112 0  52 1  36 1 3
39 63 1  37 1  41 1 4
40 86 0  91 0  29 1 10
(371,62,109) ; (0,0,0)
(270,171,71) ; (0,62,0)
(90,120,212) ; (497,113,0)
(90,110,153) ; (497,0,0)
(226,53,220) ; (271,180,0)
(77,179,126) ; (420,0,0)
(48,61,149) ; (372,0,0)
(76,118,108) ; (344,62,0)
(74,110,209) ; (270,70,0)
(172,91,145) ; (0,141,71)
(180,78,48) ; (0,62,71)
(95,87,106) ; (172,145,71)
(41,83,46) ; (180,62,71)
(46,83,41) ; (221,62,71)
(76,114,84) ; (344,62,108)
(116,52,111) ; (0,0,109)
(95,58,88) ; (116,0,109)
(156,59,81) ; (211,0,109)
(46,83,41) ; (221,62,112)
(41,83,46) ; (180,62,117)
(100,77,66) ; (0,62,119)
(79,74,54) ; (100,62,119)
(72,89,92) ; (422,0,126)
(31,86,94) ; (463,93,126)
(43,80,51) ; (420,99,126)
(48,61,27) ; (372,0,149)
(57,79,66) ; (529,0,153)
(31,76,61) ; (498,0,153)
(44,30,60) ; (542,79,153)
(44,30,60) ; (498,79,153)
(45,51,67) ; (221,62,153)
(44,30,30) ; (221,115,153)
(33,79,57) ; (180,62,163)
(75,68,47) ; (100,62,173)
(43,54,43) ; (377,0,176)
(47,75,34) ; (172,156,177)
(43,54,43) ; (420,125,177)
(43,54,43) ; (219,177,177)
(44,30,30) ; (219,147,177)
(44,30,30) ; (221,115,183)
(94,75,34) ; (0,62,185)
(120,58,30) ; (211,0,190)
(30,44,30) ; (337,0,190)
(65,112,25) ; (355,64,192)
(77,50,21) ; (116,0,197)
