(234,184,144)
(0,0,0)
(97,151,213)
(490,0,0)
(107,79,204)
(480,154,0)
(219,49,151)
(0,184,0)
(116,93,170)
(374,0,0)
(107,61,219)
(373,172,0)
(99,78,129)
(381,94,0)
(135,87,86)
(239,0,0)
(105,144,68)
(268,89,0)
(44,43,171)
(219,190,0)
(33,83,92)
(234,107,0)
(101,48,145)
(272,185,68)
(105,89,26)
(268,96,68)
(97,48,132)
(272,0,86)
(32,67,102)
(239,0,86)
(87,38,87)
(282,48,86)
(33,83,46)
(234,107,92)
(74,31,126)
(299,154,94)
(76,57,57)
(297,97,94)
(54,77,88)
(426,95,129)
(44,65,87)
(382,107,129)
(33,83,46)
(234,107,138)
(230,69,76)
(0,0,144)
(70,111,73)
(0,69,144)
(81,110,39)
(70,70,144)
(61,107,51)
(151,73,144)
(126,36,68)
(0,196,151)
(50,40,69)
(126,192,151)
(36,34,63)
(176,198,151)
(66,50,61)
(307,104,151)
(69,80,50)
(420,0,170)
(40,69,50)
(380,0,170)
(38,28,47)
(219,205,171)
(83,33,46)
(286,48,173)
(73,70,37)
(70,110,183)
(63,34,36)
(70,70,183)
(50,89,25)
(151,91,195)
